Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Flat Shoals Parkway,DeKalb,3449,189,1225,644,4,2062,18,103,98,2,221,2283,
Flat Rock Elem,DeKalb,3142,236,1198,449,7,1890,25,144,79,0,248,2138,
Flat Shoals,DeKalb,2649,177,583,391,5,1156,20,76,55,3,154,1310,
Flakes Mill Fire Station,DeKalb,2103,117,689,349,7,1162,9,80,77,1,167,1329,
Flat Shoals Library,DeKalb,2788,220,662,367,3,1252,27,77,44,0,148,1400,
Freedom Middle,DeKalb,3227,288,817,476,9,1590,31,82,92,0,205,1795,
Glennwood,DeKalb,2715,86,802,742,5,1635,21,108,102,0,231,1866,
Glenhaven,DeKalb,1880,218,468,280,3,969,30,41,44,1,116,1085,
Gresham Road,DeKalb,3601,201,1076,661,14,1952,26,105,100,3,234,2186,
Georgetown Sq,DeKalb,4155,272,1343,599,6,2220,63,238,114,3,418,2638,
Glenwood Road,DeKalb,2293,196,522,344,4,1066,18,39,57,0,114,1180,
Hambrick Elem,DeKalb,3776,301,1030,550,10,1891,38,132,120,1,291,2182,
Hawthorne Elem,DeKalb,3884,312,1228,668,4,2212,43,160,92,2,297,2509,
Henderson Mill,DeKalb,3104,203,965,723,2,1893,39,167,101,0,307,2200,
Huntley Hills Elem,DeKalb,3508,320,1135,480,4,1939,62,174,91,1,328,2267,
Hugh Howell,DeKalb,1773,172,549,377,1,1099,40,119,78,0,237,1336,
Harris-Narvie J Harris Elem,DeKalb,4031,167,1487,668,9,2331,16,132,104,1,253,2584,
Harris-Margaret Harris ED,DeKalb,1462,127,450,289,5,871,21,66,49,0,136,1007,
Idlewood Elem,DeKalb,2472,242,730,365,8,1345,19,90,75,0,184,1529,
Indian Creek,DeKalb,2318,172,493,343,12,1020,12,52,45,1,110,1130,
Johnson Estates,DeKalb,1600,62,507,553,0,1122,9,65,56,0,130,1252,
Jolly Elem,DeKalb,3679,267,867,567,13,1714,36,110,105,2,253,1967,
Kelley Lake Elem,DeKalb,3015,261,687,489,3,1440,28,77,72,0,177,1617,
Kingsley Elem,DeKalb,2490,211,791,572,6,1580,44,162,128,3,337,1917,
Kelley Chapel Road,DeKalb,1337,116,430,250,0,796,15,31,62,1,109,905,
Knollwood,DeKalb,2546,239,619,385,10,1253,40,69,81,0,190,1443,
Kittredge Elem,DeKalb,2161,136,700,474,4,1314,41,212,104,0,357,1671,
Lakeside High,DeKalb,3216,244,1047,698,1,1990,52,187,173,1,413,2403,
Lavista Road,DeKalb,2223,144,562,599,4,1309,37,87,136,0,260,1569,
Lavista,DeKalb,3223,221,840,618,8,1687,46,121,86,0,253,1940,
Lithonia,DeKalb,1730,217,361,185,3,766,33,46,35,0,114,880,
Lin-Mary Lin Elem,DeKalb,3009,136,994,875,6,2011,25,109,87,1,222,2233,
Lithonia High,DeKalb,3610,330,1001,461,11,1803,32,94,70,2,198,2001,
Livsey Elem,DeKalb,1350,97,472,303,0,872,22,94,56,0,172,1044,
Miller-Eldridge L Miller Elem 3455,DeKalb,285,882,607,7,1781,31,92,98,1,222,2003,,
McNair High,DeKalb,4160,263,1312,830,4,2409,32,128,126,1,287,2696,
Marbut Elem,DeKalb,4234,298,1292,553,13,2156,35,132,69,6,242,2398,
McNair,DeKalb,2794,171,757,522,4,1454,19,82,65,1,167,1621,
McLendon,DeKalb,3607,190,995,796,5,1986,29,139,138,2,308,2294,
McWilliams,DeKalb,2517,138,870,473,3,1484,20,103,83,0,206,1690,
Medlock,DeKalb,2208,136,637,634,2,1409,47,111,97,0,255,1664,
Midvale Elem,DeKalb,2747,191,909,675,4,1779,50,180,143,0,373,2152,
Miller Grove,DeKalb,4747,320,1270,598,11,2199,25,124,83,3,235,2434,
Montclair Elem,DeKalb,2194,206,610,223,4,1043,37,70,26,1,134,1177,
Montreal,DeKalb,2586,212,814,469,3,1498,31,78,82,0,191,1689,
Meadowview,DeKalb,3511,202,901,629,10,1742,30,93,121,2,246,1988,
Memorial South,DeKalb,3138,224,663,318,14,1219,38,76,56,2,172,1391,
Midway,DeKalb,3139,172,691,524,6,1393,25,83,100,1,209,1602,
McNair Academy,DeKalb,1900,124,567,393,2,1086,20,53,55,3,131,1217,
Mount Vernon East,DeKalb,2651,219,951,492,3,1665,34,223,107,0,364,2029,
Mathis-Bob Mathis Elem,DeKalb,2789,206,841,597,5,1649,16,113,87,0,216,1865,
Mount Vernon West,DeKalb,2303,118,863,417,5,1403,38,205,79,3,325,1728,
Metropolitan,DeKalb,3405,161,1261,675,8,2105,27,94,88,0,209,2314,
Montgomery Elem,DeKalb,2446,166,770,534,3,1473,58,202,118,2,380,1853,
Miller Grove Road,DeKalb,2151,178,674,422,5,1279,12,81,71,0,164,1443,
Midvale Road,DeKalb,1832,153,605,315,2,1075,14,86,36,0,136,1211,
Miller Grove High,DeKalb,3470,266,900,377,8,1551,24,92,64,0,180,1731,
North Decatur,DeKalb,2166,126,585,455,11,1177,9,67,70,2,148,1325,
North Hairston,DeKalb,2329,215,594,385,5,1199,28,76,39,4,147,1346,
Northlake,DeKalb,1509,134,430,397,1,962,38,72,72,0,182,1144,
North Peachtree,DeKalb,1916,166,517,281,3,967,25,84,42,2,153,1120,
Oak Grove Elem,DeKalb,2253,172,655,577,0,1404,55,147,116,0,318,1722,
Oakcliff Elem,DeKalb,2125,282,454,289,8,1033,44,67,49,0,160,1193,
Oakhurst,DeKalb,2398,114,930,641,1,1686,21,124,92,0,237,1923,
Oak View Elem,DeKalb,5011,326,1572,639,17,2554,32,164,89,2,287,2841,
Peachcrest,DeKalb,2458,170,575,384,4,1133,18,68,72,1,159,1292,
Peachtree Middle,DeKalb,3502,253,1132,559,5,1949,35,174,105,3,317,2266,
Princeton Elem,DeKalb,2376,161,787,392,4,1344,19,87,60,1,167,1511,
Pine Lake,DeKalb,632,224,117,62,0,403,19,12,8,0,39,442,
Pleasantdale Road,DeKalb,4538,407,1112,548,6,2073,56,139,83,1,279,2352,
Ponce de Leon,DeKalb,3766,110,826,766,12,1714,38,95,101,1,235,1949,
Panola,DeKalb,1586,129,440,302,2,873,9,46,34,0,89,962,
Panola Way Elem,DeKalb,2252,189,539,275,17,1020,21,53,36,4,114,1134,
Piney Grove,DeKalb,2018,157,498,289,7,951,14,38,44,0,96,1047,
Panola Road,DeKalb,2884,168,929,495,7,1599,27,92,66,2,187,1786,
Rainbow Elem,DeKalb,3768,237,1095,711,7,2050,29,128,119,2,278,2328,
Redan Elem,DeKalb,3020,200,1052,532,8,1792,18,108,62,0,188,1980,
Rehoboth,DeKalb,1813,128,469,532,2,1131,30,87,94,0,211,1342,
Rockbridge Elem,DeKalb,3595,305,900,451,17,1673,28,79,63,1,171,1844,
Rock Chapel Elem,DeKalb,2910,197,1012,445,7,1661,22,118,57,0,197,1858,
Rowland Elem,DeKalb,3765,266,866,507,9,1648,38,86,76,0,200,1848,
Redan-Trotti Library,DeKalb,3990,251,1155,635,18,2059,23,127,92,1,243,2302,
Rockbridge Road,DeKalb,3965,275,1344,853,8,2480,38,155,107,0,300,2780,
Rowland Road,DeKalb,2080,172,534,369,7,1082,23,68,52,0,143,1225,
Redan Road,DeKalb,2932,215,837,454,8,1514,24,76,61,0,161,1675,
Rock Chapel Road,DeKalb,4178,246,1487,686,15,2434,21,167,88,3,279,2713,
Redan Middle,DeKalb,2496,142,805,465,5,1417,17,86,56,0,159,1576,
Sagamore Hills Elem,DeKalb,2925,212,901,849,0,1962,68,144,159,0,371,2333,
Scott,DeKalb,2805,116,767,802,0,1685,32,108,128,0,268,1953,
Shaw-Robert Shaw Elem,DeKalb,2892,244,789,501,3,1537,19,79,85,0,183,1720,
Stone Mountain Elem,DeKalb,2338,154,503,588,3,1248,18,73,95,0,186,1434,
Silver Lake,DeKalb,4979,246,1540,903,4,2693,61,371,174,2,608,3301,
Skyland,DeKalb,2100,181,635,362,5,1183,52,160,73,1,286,1469,
Snapfinger Elem,DeKalb,1894,152,554,405,1,1112,22,65,79,0,166,1278,
Smoke Rise,DeKalb,2108,155,682,482,1,1320,52,136,122,0,310,1630,
Stone Mtn Middle,DeKalb,3247,286,577,279,15,1157,27,57,59,2,145,1302,
Stone Mill Elem,DeKalb,3714,321,623,407,11,1362,32,73,52,3,160,1522,
Shadow Rock Elem,DeKalb,4347,273,1446,857,8,2584,31,130,158,3,322,2906,
Stoneview Elem,DeKalb,1988,150,467,207,7,831,22,40,44,3,109,940,
Salem Middle,DeKalb,3519,205,1281,712,6,2204,23,128,120,1,272,2476,
Shamrock,DeKalb,1600,145,447,453,3,1048,36,66,67,0,169,1217,
South Deshon,DeKalb,3470,233,1171,547,9,1960,35,102,77,4,218,2178,
Stone Mtn Champion,DeKalb,3098,302,733,416,10,1461,31,68,61,0,160,1621,
Stone Mtn,DeKalb,1711,174,357,272,3,806,29,56,46,0,131,937,
Snapfinger Road N,DeKalb,2705,207,637,396,4,1244,33,65,61,1,160,1404,
Snapfinger Road S,DeKalb,1960,153,668,381,3,1205,14,67,55,0,136,1341,
Stephenson Middle,DeKalb,3822,283,1290,688,1,2262,39,124,103,1,267,2529,
South Hairston,DeKalb,3814,340,990,523,12,1865,32,111,98,1,242,2107,
Stephenson High,DeKalb,3555,251,1114,678,5,2048,18,104,122,2,246,2294,
Stonecrest Library,DeKalb,3720,201,1398,463,12,2074,20,150,81,2,253,2327,
Snapfinger Road,DeKalb,4872,202,1980,908,11,3101,18,242,160,0,420,3521,
Terry Mill,DeKalb,2808,218,881,524,2,1625,13,96,63,2,174,1799,
Toney Elem,DeKalb,1729,139,419,294,6,858,21,49,50,0,120,978,
Tucker Library,DeKalb,3506,167,1236,730,3,2136,47,247,139,1,434,2570,
Tilly Mill Road,DeKalb,1552,136,524,296,1,957,32,131,72,0,235,1192,
Tucker,DeKalb,2932,136,961,573,3,1673,23,157,120,2,302,1975,
Valley Brook,DeKalb,1037,129,275,230,5,639,20,45,38,1,104,743,
Wadsworth,DeKalb,3159,250,776,563,10,1599,28,103,85,0,216,1815,
Wesley Chapel Library,DeKalb,2922,188,1014,586,6,1794,17,113,108,1,239,2033,
Woodrow Road,DeKalb,3493,237,1002,408,11,1658,24,112,80,1,217,1875,
Winnona Park,DeKalb,2020,51,809,536,2,1398,13,88,67,0,168,1566,
Woodridge Elem,DeKalb,3851,308,943,676,11,1938,29,114,92,0,235,2173,
Warren Tech,DeKalb,1364,170,356,215,3,744,34,58,39,1,132,876,
Woodward,DeKalb,3193,170,938,721,1,1830,21,157,148,0,326,2156,
White Oak,DeKalb,2951,289,686,359,6,1340,32,50,60,1,143,1483,
Winters Chapel,DeKalb,1434,135,455,307,2,899,32,102,62,0,196,1095,
Wynbrooke Elem,DeKalb,3496,268,1204,690,12,2174,34,133,121,0,288,2462,
Young Road,DeKalb,1951,97,690,366,8,1161,12,91,66,0,169,1330,
