Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
303,Richmond,1417,160,439,179,1,779,32,161,166,0,359,11,7,2,0,20,1158,
304,Richmond,365,56,62,40,0,158,14,50,48,0,112,0,3,2,0,5,275,
305,Richmond,428,44,153,78,1,276,10,44,47,0,101,0,4,1,0,5,382,
306,Richmond,3934,221,378,268,0,867,271,833,574,3,1681,16,16,11,0,43,2591,
307,Richmond,1642,176,360,166,0,702,65,188,219,0,472,7,7,11,0,25,1199,
308,Richmond,622,42,69,41,0,152,48,107,79,1,235,5,2,1,0,8,395,
309,Richmond,3340,91,135,80,1,307,296,1097,740,2,2135,10,9,7,0,26,2468,
310,Richmond,5163,242,379,179,1,801,393,1363,976,4,2736,20,20,13,0,53,3590,
401,Richmond,2093,29,44,21,0,94,232,701,491,0,1424,1,3,5,0,9,1527,
402,Richmond,3311,72,67,50,0,189,419,531,541,4,1495,10,13,11,0,34,1718,
404,Richmond,1748,39,52,50,1,142,229,459,339,3,1030,6,2,2,0,10,1182,
405,Richmond,4424,56,118,90,0,264,341,1462,1109,5,2917,2,9,9,0,20,3201,
406,Richmond,3221,58,82,64,1,205,319,1007,800,4,2130,9,10,4,0,23,2358,
501,Richmond,3549,65,100,104,0,269,368,737,752,4,1861,4,5,2,0,11,2141,
502,Richmond,4138,87,96,66,0,249,458,958,872,8,2296,16,4,6,0,26,2571,
503,Richmond,4021,93,185,84,1,363,373,903,781,4,2061,7,13,7,0,27,2451,
504,Richmond,2339,142,107,85,2,336,246,366,293,4,909,8,7,5,0,20,1265,
506,Richmond,416,14,44,11,0,69,39,77,43,3,162,0,1,0,0,1,232,
507,Richmond,968,41,67,39,0,147,139,208,139,1,487,5,5,2,0,12,646,
509,Richmond,2172,55,84,57,1,197,200,609,435,4,1248,5,2,2,0,9,1454,
601,Richmond,3988,157,258,104,4,523,330,795,555,13,1693,11,12,12,0,35,2251,
603,Richmond,3570,392,390,256,0,1038,298,470,411,2,1181,12,12,8,0,32,2251,
604,Richmond,1811,163,83,67,0,313,185,311,228,0,724,4,1,7,0,12,1049,
605,Richmond,3880,235,318,202,0,755,312,644,549,3,1508,16,6,9,0,31,2294,
607,Richmond,1812,23,36,21,0,80,190,536,417,2,1145,3,3,4,0,10,1235,
608,Richmond,1472,245,236,109,0,590,90,179,150,1,420,6,8,5,0,19,1029,
701,Richmond,2403,303,546,238,0,1087,109,279,320,2,710,10,13,9,0,32,1829,
702,Richmond,1943,290,406,156,0,852,112,218,200,0,530,14,13,4,0,31,1413,
703,Richmond,4644,364,576,249,0,1189,343,780,517,7,1647,20,13,14,0,47,2883,
705,Richmond,2276,208,436,282,2,928,126,324,281,1,732,4,5,9,0,18,1678,
706,Richmond,3315,251,863,337,0,1451,111,449,410,2,972,16,24,9,0,49,2472,
707,Richmond,2122,165,245,95,1,506,208,419,229,2,858,7,5,2,0,14,1378,
708,Richmond,305,19,110,31,1,161,9,43,21,0,73,0,0,0,0,0,234,
709,Richmond,576,44,101,49,0,194,31,90,90,0,211,2,0,5,0,7,412,
801,Richmond,523,162,47,38,1,248,41,26,47,0,114,0,0,1,0,1,363,
801B,Richmond,523,198,32,46,0,276,39,13,40,0,92,0,1,0,0,1,369,
802,Richmond,3251,712,420,208,4,1344,156,251,320,2,729,14,5,5,0,24,2097,
803,Richmond,252,9,21,2,0,32,22,27,27,1,77,2,0,0,0,2,111,
804,Richmond,2096,196,274,96,1,567,144,398,266,0,808,5,1,3,0,9,1384,
804H,Richmond,2863,373,428,198,2,1001,175,384,339,2,900,11,5,10,1,27,1928,
805,Richmond,798,63,81,22,0,166,69,191,118,1,379,0,0,3,0,3,548,
806,Richmond,1212,215,200,80,0,495,73,140,115,1,329,2,1,6,0,9,833,
807,Richmond,1578,81,102,49,0,232,130,318,249,1,698,4,4,3,0,11,941,
808,Richmond,2366,299,379,165,0,843,164,369,298,1,832,13,5,6,0,24,1699,
809,Richmond,879,12,22,11,0,45,79,311,194,2,586,0,1,3,0,4,635,
810,Richmond,425,53,96,24,0,173,12,67,56,0,135,4,1,0,0,5,313,
