,Precinct,County,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,calc_participation
298,FC01,Fulton,325.0,3.0,2.0,2.0,0.0,7.0,19.0,126.0,25.0,2.0,172.0,1.0,1.0,0.0,0.0,2.0,181.0,55.7
312,JC07,Fulton,4670.0,138.0,937.0,346.0,17.0,1438.0,83.0,1050.0,741.0,12.0,1886.0,17.0,62.0,29.0,3.0,111.0,3435.0,73.6
314,JC09,Fulton,3250.0,129.0,631.0,202.0,4.0,966.0,95.0,763.0,423.0,2.0,1283.0,23.0,36.0,24.0,0.0,83.0,2332.0,71.8
315,JC10,Fulton,2641.0,109.0,450.0,158.0,9.0,726.0,77.0,654.0,394.0,8.0,1133.0,7.0,39.0,24.0,1.0,71.0,1930.0,73.1
316,JC11,Fulton,3497.0,173.0,943.0,292.0,0.0,1408.0,95.0,640.0,390.0,0.0,1125.0,15.0,50.0,22.0,0.0,87.0,2620.0,74.9
317,JC12,Fulton,2832.0,97.0,892.0,362.0,3.0,1354.0,31.0,389.0,326.0,2.0,748.0,4.0,49.0,21.0,0.0,74.0,2176.0,76.8
318,JC13A,Fulton,2317.0,91.0,775.0,222.0,0.0,1088.0,32.0,378.0,218.0,1.0,629.0,10.0,29.0,16.0,0.0,55.0,1772.0,76.5
319,JC13B,Fulton,282.0,7.0,121.0,38.0,1.0,167.0,1.0,35.0,21.0,0.0,57.0,0.0,3.0,0.0,0.0,3.0,227.0,80.5
320,JC14,Fulton,2608.0,86.0,824.0,236.0,1.0,1147.0,43.0,541.0,276.0,2.0,862.0,6.0,26.0,13.0,0.0,45.0,2054.0,78.8
321,JC15,Fulton,959.0,31.0,183.0,51.0,0.0,265.0,33.0,246.0,99.0,0.0,378.0,5.0,19.0,8.0,0.0,32.0,675.0,70.4
322,JC16,Fulton,2707.0,129.0,703.0,175.0,1.0,1008.0,55.0,584.0,327.0,0.0,966.0,13.0,45.0,24.0,0.0,82.0,2056.0,76.0
323,JC18,Fulton,2857.0,94.0,872.0,249.0,1.0,1216.0,49.0,589.0,334.0,1.0,973.0,7.0,47.0,14.0,1.0,69.0,2258.0,79.0
324,JC19,Fulton,4174.0,128.0,1003.0,284.0,4.0,1419.0,69.0,922.0,566.0,8.0,1565.0,26.0,74.0,35.0,0.0,135.0,3119.0,74.7
325,ML01A,Fulton,2795.0,146.0,959.0,219.0,22.0,1346.0,46.0,545.0,247.0,8.0,846.0,16.0,44.0,17.0,2.0,79.0,2271.0,81.3
326,ML01B,Fulton,708.0,39.0,236.0,65.0,0.0,340.0,5.0,109.0,64.0,0.0,178.0,6.0,4.0,7.0,0.0,17.0,535.0,75.6
313,JC08,Fulton,2931.0,105.0,725.0,212.0,1.0,1043.0,59.0,666.0,373.0,4.0,1102.0,15.0,54.0,19.0,0.0,88.0,2233.0,76.2
297,FA01D,Fulton,321.0,3.0,12.0,2.0,3.0,20.0,16.0,116.0,6.0,11.0,149.0,2.0,1.0,0.0,2.0,5.0,174.0,54.2
296,FA01C,Fulton,769.0,5.0,17.0,6.0,0.0,28.0,58.0,279.0,100.0,1.0,438.0,2.0,4.0,2.0,0.0,8.0,474.0,61.6
295,FA01B,Fulton,5860.0,6.0,238.0,89.0,0.0,333.0,21.0,2125.0,810.0,8.0,2964.0,3.0,56.0,18.0,0.0,77.0,3374.0,57.6
265,CP012,Fulton,1469.0,11.0,110.0,35.0,1.0,157.0,79.0,468.0,188.0,6.0,741.0,2.0,18.0,5.0,0.0,25.0,923.0,62.8
266,CP01B,Fulton,422.0,3.0,49.0,13.0,0.0,65.0,18.0,116.0,40.0,1.0,175.0,3.0,6.0,3.0,0.0,12.0,252.0,59.7
267,CP02,Fulton,1208.0,18.0,43.0,17.0,0.0,78.0,65.0,331.0,155.0,1.0,552.0,7.0,17.0,6.0,0.0,30.0,660.0,54.6
268,CP04A,Fulton,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,23.1
269,CP04B,Fulton,38.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,9.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,19.0,50.0
270,CP051,Fulton,1756.0,7.0,20.0,5.0,0.0,32.0,135.0,515.0,241.0,0.0,891.0,9.0,9.0,4.0,0.0,22.0,945.0,53.8
271,CP05B,Fulton,153.0,2.0,3.0,1.0,0.0,6.0,18.0,36.0,8.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,72.0,47.1
272,CP06A,Fulton,732.0,3.0,6.0,1.0,1.0,11.0,47.0,124.0,38.0,0.0,209.0,3.0,2.0,1.0,0.0,6.0,226.0,30.9
273,CP07B,Fulton,7.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,57.1
274,CP07C,Fulton,323.0,0.0,2.0,0.0,0.0,2.0,18.0,41.0,10.0,0.0,69.0,0.0,3.0,0.0,0.0,3.0,74.0,22.9
275,CP07D,Fulton,790.0,5.0,5.0,3.0,0.0,13.0,57.0,116.0,38.0,0.0,211.0,4.0,7.0,1.0,0.0,12.0,236.0,29.9
276,CP07E,Fulton,127.0,0.0,1.0,0.0,0.0,1.0,18.0,18.0,3.0,0.0,39.0,1.0,1.0,0.0,0.0,2.0,42.0,33.1
277,CP07F,Fulton,266.0,0.0,2.0,0.0,0.0,2.0,21.0,30.0,6.0,0.0,57.0,0.0,3.0,0.0,0.0,3.0,62.0,23.3
278,CP081,Fulton,373.0,2.0,1.0,0.0,0.0,3.0,28.0,51.0,15.0,5.0,99.0,5.0,2.0,0.0,0.0,7.0,109.0,29.2
279,CP083,Fulton,240.0,2.0,0.0,0.0,0.0,2.0,11.0,19.0,3.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,35.0,14.6
280,CP084,Fulton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,CP08A,Fulton,756.0,6.0,3.0,0.0,0.0,9.0,55.0,77.0,27.0,0.0,159.0,2.0,5.0,2.0,0.0,9.0,177.0,23.4
282,EP01A,Fulton,2978.0,22.0,78.0,27.0,1.0,128.0,158.0,905.0,323.0,14.0,1400.0,20.0,48.0,12.0,0.0,80.0,1608.0,54.0
283,EP01B,Fulton,3473.0,26.0,70.0,24.0,1.0,121.0,190.0,903.0,439.0,8.0,1540.0,15.0,32.0,13.0,0.0,60.0,1721.0,49.6
284,EP02A,Fulton,2407.0,14.0,29.0,19.0,3.0,65.0,139.0,519.0,301.0,17.0,976.0,12.0,16.0,7.0,1.0,36.0,1077.0,44.7
285,EP02B,Fulton,1679.0,23.0,92.0,39.0,0.0,154.0,79.0,584.0,266.0,1.0,930.0,3.0,26.0,10.0,0.0,39.0,1123.0,66.9
286,EP02C,Fulton,522.0,4.0,28.0,14.0,0.0,46.0,15.0,173.0,59.0,0.0,247.0,2.0,9.0,4.0,0.0,15.0,308.0,59.0
287,EP02D,Fulton,420.0,2.0,7.0,1.0,0.0,10.0,29.0,152.0,48.0,0.0,229.0,2.0,1.0,2.0,0.0,5.0,244.0,58.1
289,EP03A,Fulton,4925.0,39.0,61.0,59.0,0.0,159.0,289.0,1493.0,789.0,7.0,2578.0,7.0,40.0,10.0,0.0,57.0,2794.0,56.7
290,EP03B,Fulton,1547.0,5.0,35.0,13.0,0.0,53.0,66.0,581.0,336.0,6.0,989.0,6.0,13.0,3.0,0.0,22.0,1064.0,68.8
291,EP04A,Fulton,5020.0,24.0,44.0,21.0,1.0,90.0,501.0,1288.0,652.0,35.0,2476.0,19.0,32.0,11.0,1.0,63.0,2629.0,52.4
292,EP04B,Fulton,2624.0,8.0,26.0,7.0,0.0,41.0,141.0,1040.0,273.0,8.0,1462.0,4.0,18.0,7.0,0.0,29.0,1532.0,58.4
293,EP04C,Fulton,1318.0,0.0,18.0,1.0,1.0,20.0,0.0,383.0,38.0,4.0,425.0,0.0,6.0,1.0,0.0,7.0,452.0,34.3
294,FA01A,Fulton,4032.0,43.0,153.0,64.0,0.0,260.0,207.0,1350.0,582.0,16.0,2155.0,16.0,39.0,17.0,1.0,73.0,2488.0,61.7
328,ML02B,Fulton,1914.0,134.0,674.0,210.0,1.0,1019.0,35.0,262.0,144.0,1.0,442.0,10.0,23.0,19.0,0.0,52.0,1513.0,79.0
188,09H,Fulton,1185.0,21.0,55.0,22.0,0.0,98.0,60.0,363.0,146.0,1.0,570.0,8.0,18.0,6.0,0.0,32.0,700.0,59.1
154,06Q,Fulton,571.0,10.0,10.0,4.0,3.0,27.0,44.0,200.0,58.0,2.0,304.0,1.0,7.0,2.0,1.0,11.0,342.0,59.9
186,09F,Fulton,3917.0,120.0,788.0,271.0,5.0,1184.0,86.0,1019.0,509.0,1.0,1615.0,14.0,54.0,24.0,1.0,93.0,2892.0,73.8
135,05A2,Fulton,3343.0,34.0,163.0,61.0,4.0,262.0,115.0,1342.0,566.0,9.0,2032.0,16.0,51.0,22.0,0.0,89.0,2383.0,71.3
134,05A1,Fulton,2936.0,40.0,156.0,60.0,0.0,256.0,93.0,1158.0,581.0,0.0,1832.0,18.0,49.0,20.0,0.0,87.0,2175.0,74.1
133,04X2,Fulton,846.0,5.0,17.0,3.0,0.0,25.0,55.0,214.0,96.0,0.0,365.0,2.0,15.0,4.0,0.0,21.0,411.0,48.6
132,04X1,Fulton,2283.0,11.0,27.0,15.0,0.0,53.0,148.0,580.0,263.0,2.0,993.0,13.0,18.0,1.0,0.0,32.0,1078.0,47.2
131,04W,Fulton,3365.0,0.0,1.0,0.0,1.0,2.0,56.0,131.0,27.0,6.0,220.0,2.0,2.0,0.0,0.0,4.0,226.0,6.7
130,04V,Fulton,3573.0,23.0,15.0,7.0,2.0,47.0,337.0,689.0,226.0,1.0,1253.0,21.0,13.0,6.0,1.0,41.0,1341.0,37.5
129,04T,Fulton,1297.0,3.0,19.0,7.0,1.0,30.0,123.0,325.0,153.0,19.0,620.0,9.0,5.0,4.0,1.0,19.0,669.0,51.6
128,04S,Fulton,2541.0,16.0,21.0,13.0,0.0,50.0,244.0,585.0,291.0,7.0,1127.0,14.0,20.0,5.0,1.0,40.0,1217.0,47.9
127,04M,Fulton,979.0,4.0,4.0,2.0,0.0,10.0,97.0,149.0,66.0,5.0,317.0,5.0,5.0,2.0,0.0,12.0,339.0,34.6
126,04L,Fulton,2014.0,18.0,20.0,15.0,1.0,54.0,142.0,542.0,185.0,5.0,874.0,17.0,14.0,3.0,0.0,34.0,962.0,47.8
125,04K,Fulton,2736.0,5.0,27.0,13.0,0.0,45.0,184.0,680.0,342.0,13.0,1219.0,12.0,19.0,4.0,0.0,35.0,1299.0,47.5
124,04J,Fulton,1617.0,3.0,1.0,1.0,1.0,6.0,44.0,109.0,18.0,9.0,180.0,3.0,1.0,2.0,1.0,7.0,193.0,11.9
123,04I,Fulton,4604.0,16.0,37.0,16.0,0.0,69.0,67.0,435.0,174.0,6.0,682.0,6.0,18.0,4.0,0.0,28.0,779.0,16.9
122,04G,Fulton,1025.0,6.0,4.0,4.0,0.0,14.0,108.0,185.0,75.0,1.0,369.0,6.0,7.0,3.0,0.0,16.0,399.0,38.9
121,04F,Fulton,2786.0,29.0,71.0,15.0,1.0,116.0,167.0,722.0,192.0,9.0,1090.0,11.0,19.0,7.0,0.0,37.0,1243.0,44.6
120,04D,Fulton,1736.0,14.0,20.0,7.0,1.0,42.0,134.0,424.0,198.0,4.0,760.0,13.0,16.0,0.0,0.0,29.0,831.0,47.9
119,04C,Fulton,150.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,12.0,1.0,50.0,1.0,1.0,0.0,0.0,2.0,52.0,34.7
118,04B,Fulton,2948.0,8.0,19.0,7.0,0.0,34.0,117.0,395.0,204.0,0.0,716.0,5.0,5.0,5.0,0.0,15.0,765.0,25.9
117,04A,Fulton,1554.0,2.0,9.0,3.0,0.0,14.0,91.0,306.0,162.0,0.0,559.0,9.0,11.0,3.0,0.0,23.0,596.0,38.4
136,05B,Fulton,2171.0,15.0,32.0,17.0,2.0,66.0,154.0,587.0,250.0,1.0,992.0,11.0,13.0,8.0,0.0,32.0,1090.0,50.2
116,03T,Fulton,1742.0,13.0,24.0,5.0,0.0,42.0,135.0,471.0,122.0,5.0,733.0,9.0,11.0,6.0,0.0,26.0,801.0,46.0
137,05C,Fulton,135.0,1.0,3.0,1.0,0.0,5.0,6.0,24.0,7.0,0.0,37.0,0.0,2.0,1.0,0.0,3.0,45.0,33.3
139,05F,Fulton,248.0,2.0,8.0,1.0,0.0,11.0,20.0,82.0,23.0,0.0,125.0,3.0,2.0,0.0,1.0,6.0,142.0,57.3
449,UC01E,Fulton,512.0,1.0,11.0,4.0,0.0,16.0,39.0,261.0,70.0,0.0,370.0,3.0,1.0,0.0,0.0,4.0,390.0,76.2
450,UC02A,Fulton,5609.0,20.0,71.0,43.0,1.0,135.0,302.0,2128.0,1119.0,16.0,3565.0,18.0,34.0,13.0,1.0,66.0,3766.0,67.1
451,UC02B,Fulton,32.0,1.0,5.0,0.0,0.0,6.0,2.0,9.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,62.5
452,UC02C,Fulton,3614.0,16.0,74.0,14.0,1.0,105.0,130.0,1177.0,121.0,13.0,1441.0,7.0,28.0,8.0,1.0,44.0,1590.0,44.0
453,UC031,Fulton,2745.0,19.0,85.0,114.0,1.0,219.0,148.0,622.0,398.0,25.0,1193.0,6.0,20.0,10.0,0.0,36.0,1448.0,52.8
454,UC032,Fulton,393.0,5.0,15.0,16.0,0.0,36.0,16.0,127.0,75.0,1.0,219.0,2.0,4.0,0.0,0.0,6.0,261.0,66.4
187,09G,Fulton,3943.0,121.0,405.0,166.0,3.0,695.0,155.0,1259.0,534.0,8.0,1956.0,20.0,66.0,25.0,1.0,112.0,2763.0,70.1
151,06L1,Fulton,991.0,28.0,130.0,56.0,0.0,214.0,24.0,306.0,197.0,3.0,530.0,3.0,15.0,8.0,0.0,26.0,770.0,77.7
150,06J,Fulton,2770.0,60.0,257.0,127.0,1.0,445.0,50.0,905.0,670.0,0.0,1625.0,12.0,48.0,25.0,0.0,85.0,2155.0,77.8
149,06I,Fulton,4072.0,90.0,199.0,62.0,6.0,357.0,229.0,1266.0,504.0,14.0,2013.0,18.0,51.0,19.0,4.0,92.0,2462.0,60.5
148,06G,Fulton,588.0,13.0,44.0,21.0,0.0,78.0,11.0,196.0,110.0,1.0,318.0,2.0,14.0,6.0,0.0,22.0,418.0,71.1
147,06F,Fulton,2841.0,48.0,250.0,98.0,4.0,400.0,77.0,979.0,452.0,4.0,1512.0,10.0,58.0,16.0,0.0,84.0,1996.0,70.3
146,06E,Fulton,2344.0,58.0,191.0,95.0,4.0,348.0,76.0,743.0,351.0,2.0,1172.0,11.0,28.0,18.0,0.0,57.0,1577.0,67.3
145,06D2,Fulton,850.0,21.0,107.0,18.0,1.0,147.0,11.0,277.0,42.0,0.0,330.0,1.0,6.0,3.0,0.0,10.0,487.0,57.3
144,06D1,Fulton,2539.0,55.0,265.0,54.0,1.0,375.0,39.0,835.0,131.0,4.0,1009.0,11.0,42.0,10.0,0.0,63.0,1447.0,57.0
143,06D,Fulton,6160.0,121.0,547.0,424.0,1.0,1093.0,242.0,1879.0,1804.0,12.0,3937.0,25.0,87.0,63.0,0.0,175.0,5205.0,84.5
142,06B,Fulton,1889.0,56.0,165.0,64.0,2.0,287.0,46.0,668.0,349.0,4.0,1067.0,11.0,37.0,12.0,1.0,61.0,1415.0,74.9
141,05K,Fulton,2826.0,20.0,72.0,25.0,2.0,119.0,128.0,637.0,249.0,3.0,1017.0,13.0,37.0,8.0,0.0,58.0,1194.0,42.3
140,05J,Fulton,684.0,9.0,28.0,13.0,0.0,50.0,29.0,252.0,122.0,1.0,404.0,4.0,12.0,3.0,0.0,19.0,473.0,69.2
138,05D,Fulton,541.0,2.0,2.0,1.0,0.0,5.0,19.0,56.0,8.0,1.0,84.0,1.0,0.0,0.0,0.0,1.0,90.0,16.6
448,UC01D,Fulton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,03S,Fulton,908.0,6.0,3.0,5.0,0.0,14.0,86.0,199.0,100.0,0.0,385.0,6.0,1.0,2.0,0.0,9.0,408.0,44.9
113,03P1A,Fulton,4404.0,73.0,202.0,79.0,1.0,355.0,201.0,1251.0,478.0,13.0,1943.0,25.0,59.0,21.0,0.0,105.0,2403.0,54.6
89,02D,Fulton,5539.0,91.0,341.0,157.0,11.0,600.0,202.0,1717.0,944.0,22.0,2885.0,21.0,63.0,30.0,3.0,117.0,3602.0,65.0
88,02C,Fulton,2034.0,23.0,81.0,36.0,8.0,148.0,68.0,655.0,361.0,27.0,1111.0,6.0,18.0,8.0,3.0,35.0,1294.0,63.6
87,02B,Fulton,4020.0,33.0,99.0,26.0,8.0,166.0,160.0,724.0,268.0,20.0,1172.0,13.0,33.0,14.0,3.0,63.0,1401.0,34.9
86,02A1,Fulton,733.0,12.0,76.0,11.0,2.0,101.0,21.0,250.0,40.0,2.0,313.0,5.0,12.0,4.0,0.0,21.0,435.0,59.3
85,02A,Fulton,4884.0,100.0,494.0,231.0,8.0,833.0,112.0,1566.0,946.0,15.0,2639.0,13.0,67.0,32.0,1.0,113.0,3585.0,73.4
84,01T,Fulton,1799.0,27.0,30.0,16.0,0.0,73.0,149.0,449.0,172.0,3.0,773.0,13.0,7.0,5.0,1.0,26.0,872.0,48.5
83,01S,Fulton,2118.0,14.0,23.0,8.0,0.0,45.0,216.0,457.0,202.0,7.0,882.0,13.0,9.0,4.0,0.0,26.0,953.0,45.0
82,01R,Fulton,1550.0,12.0,5.0,3.0,2.0,22.0,196.0,136.0,112.0,13.0,457.0,9.0,5.0,7.0,0.0,21.0,500.0,32.3
81,01P,Fulton,1444.0,7.0,7.0,8.0,1.0,23.0,191.0,211.0,161.0,3.0,566.0,10.0,4.0,4.0,0.0,18.0,607.0,42.0
80,01J,Fulton,2848.0,22.0,36.0,12.0,1.0,71.0,209.0,693.0,313.0,16.0,1231.0,9.0,23.0,9.0,1.0,42.0,1344.0,47.2
79,01I,Fulton,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
78,01H,Fulton,896.0,1.0,11.0,2.0,0.0,14.0,64.0,194.0,119.0,5.0,382.0,3.0,3.0,4.0,0.0,10.0,406.0,45.3
77,01G,Fulton,2312.0,21.0,59.0,17.0,0.0,97.0,125.0,701.0,274.0,3.0,1103.0,3.0,30.0,10.0,1.0,44.0,1244.0,53.8
76,01F,Fulton,1593.0,7.0,13.0,4.0,0.0,24.0,114.0,245.0,100.0,6.0,465.0,5.0,9.0,3.0,1.0,18.0,507.0,31.8
75,01E,Fulton,3720.0,40.0,201.0,105.0,1.0,347.0,89.0,1453.0,701.0,0.0,2243.0,11.0,60.0,28.0,0.0,99.0,2689.0,72.3
74,01D,Fulton,754.0,8.0,22.0,12.0,2.0,44.0,22.0,265.0,113.0,4.0,404.0,1.0,5.0,1.0,2.0,9.0,457.0,60.6
73,01C,Fulton,1908.0,17.0,18.0,8.0,0.0,43.0,174.0,358.0,153.0,0.0,685.0,10.0,14.0,7.0,0.0,31.0,759.0,39.8
72,01B,Fulton,4327.0,78.0,195.0,82.0,1.0,356.0,207.0,1715.0,818.0,5.0,2745.0,31.0,70.0,36.0,0.0,137.0,3238.0,74.8
71,01A,Fulton,3694.0,47.0,174.0,65.0,6.0,292.0,138.0,1571.0,680.0,20.0,2409.0,15.0,55.0,26.0,0.0,96.0,2797.0,75.7
90,02E,Fulton,2009.0,37.0,101.0,51.0,0.0,189.0,84.0,835.0,429.0,0.0,1348.0,12.0,21.0,9.0,0.0,42.0,1579.0,78.6
114,03P2,Fulton,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,26.1
91,02F1,Fulton,3221.0,50.0,205.0,101.0,3.0,359.0,82.0,1147.0,652.0,4.0,1885.0,6.0,52.0,33.0,0.0,91.0,2335.0,72.5
93,02G,Fulton,3895.0,77.0,258.0,110.0,3.0,448.0,146.0,1456.0,656.0,3.0,2261.0,23.0,61.0,33.0,0.0,117.0,2826.0,72.6
112,03N,Fulton,2804.0,13.0,29.0,8.0,3.0,53.0,213.0,438.0,151.0,23.0,825.0,8.0,13.0,2.0,0.0,23.0,901.0,32.1
111,03M,Fulton,965.0,60.0,40.0,3.0,0.0,103.0,112.0,217.0,84.0,2.0,415.0,15.0,9.0,6.0,0.0,30.0,548.0,56.8
110,03L,Fulton,748.0,5.0,5.0,0.0,0.0,10.0,65.0,92.0,43.0,0.0,200.0,4.0,1.0,0.0,0.0,5.0,215.0,28.7
109,03I,Fulton,1607.0,31.0,64.0,25.0,5.0,125.0,72.0,298.0,97.0,18.0,485.0,12.0,9.0,2.0,1.0,24.0,634.0,39.5
108,03H,Fulton,1091.0,8.0,9.0,4.0,0.0,21.0,80.0,214.0,94.0,0.0,388.0,4.0,2.0,1.0,1.0,8.0,417.0,38.2
107,03G,Fulton,1033.0,2.0,3.0,1.0,0.0,6.0,69.0,143.0,43.0,5.0,260.0,9.0,4.0,0.0,0.0,13.0,279.0,27.0
106,03F,Fulton,2328.0,42.0,172.0,53.0,1.0,268.0,108.0,720.0,321.0,3.0,1152.0,9.0,28.0,16.0,0.0,53.0,1473.0,63.3
105,03E,Fulton,2894.0,21.0,20.0,6.0,4.0,51.0,276.0,463.0,206.0,33.0,978.0,12.0,17.0,8.0,7.0,44.0,1073.0,37.1
104,03D,Fulton,1235.0,5.0,7.0,8.0,3.0,23.0,80.0,214.0,101.0,18.0,413.0,6.0,3.0,1.0,1.0,11.0,447.0,36.2
103,03C,Fulton,1879.0,9.0,13.0,5.0,0.0,27.0,131.0,323.0,224.0,6.0,684.0,5.0,14.0,4.0,0.0,23.0,734.0,39.1
102,03B,Fulton,777.0,4.0,6.0,1.0,0.0,11.0,53.0,96.0,58.0,0.0,207.0,2.0,2.0,2.0,0.0,6.0,224.0,28.8
101,03A,Fulton,2230.0,7.0,15.0,9.0,1.0,32.0,131.0,369.0,216.0,18.0,734.0,6.0,12.0,8.0,2.0,28.0,794.0,35.6
100,02W,Fulton,978.0,20.0,66.0,22.0,0.0,108.0,42.0,349.0,114.0,0.0,505.0,5.0,15.0,8.0,0.0,28.0,641.0,65.5
99,02S,Fulton,790.0,10.0,24.0,12.0,0.0,46.0,35.0,262.0,126.0,0.0,423.0,8.0,8.0,4.0,0.0,20.0,489.0,61.9
98,02L2,Fulton,2249.0,48.0,178.0,57.0,2.0,285.0,93.0,750.0,330.0,4.0,1177.0,6.0,26.0,9.0,0.0,41.0,1503.0,66.8
97,02L1A,Fulton,1477.0,29.0,98.0,14.0,2.0,143.0,57.0,506.0,72.0,3.0,638.0,6.0,18.0,6.0,1.0,31.0,812.0,55.0
96,02L1,Fulton,5546.0,99.0,453.0,246.0,6.0,804.0,144.0,1817.0,1112.0,9.0,3082.0,15.0,79.0,53.0,0.0,147.0,4033.0,72.7
95,02K,Fulton,1461.0,30.0,95.0,35.0,0.0,160.0,30.0,544.0,260.0,0.0,834.0,5.0,23.0,8.0,0.0,36.0,1030.0,70.5
94,02J,Fulton,2273.0,38.0,117.0,68.0,3.0,226.0,79.0,832.0,392.0,8.0,1311.0,9.0,29.0,14.0,1.0,53.0,1590.0,70.0
92,02F2,Fulton,851.0,18.0,36.0,17.0,3.0,74.0,33.0,240.0,121.0,2.0,396.0,5.0,6.0,2.0,0.0,13.0,483.0,56.8
447,UC01B,Fulton,428.0,0.0,4.0,0.0,2.0,6.0,35.0,133.0,29.0,4.0,201.0,3.0,5.0,0.0,0.0,8.0,215.0,50.2
210,11C,Fulton,3149.0,5.0,38.0,11.0,0.0,54.0,152.0,1307.0,568.0,11.0,2038.0,7.0,25.0,7.0,2.0,41.0,2133.0,67.7
445,SS31,Fulton,1703.0,50.0,332.0,143.0,0.0,525.0,39.0,398.0,243.0,0.0,680.0,6.0,32.0,13.0,0.0,51.0,1256.0,73.8
393,SC17C,Fulton,1293.0,11.0,21.0,4.0,0.0,36.0,63.0,476.0,188.0,0.0,727.0,4.0,10.0,5.0,0.0,19.0,782.0,60.5
159,07D,Fulton,4879.0,188.0,882.0,254.0,14.0,1338.0,160.0,1070.0,479.0,13.0,1722.0,22.0,57.0,15.0,0.0,94.0,3154.0,64.6
158,07C,Fulton,4512.0,165.0,690.0,514.0,10.0,1379.0,125.0,836.0,686.0,5.0,1652.0,14.0,30.0,31.0,0.0,75.0,3106.0,68.8
157,07B,Fulton,2952.0,180.0,971.0,357.0,1.0,1509.0,39.0,424.0,366.0,0.0,829.0,13.0,32.0,20.0,0.0,65.0,2403.0,81.4
156,07A,Fulton,7691.0,344.0,1384.0,490.0,10.0,2228.0,253.0,1596.0,995.0,13.0,2857.0,33.0,72.0,37.0,0.0,142.0,5227.0,68.0
155,06R,Fulton,2015.0,42.0,191.0,95.0,1.0,329.0,40.0,574.0,331.0,0.0,945.0,3.0,30.0,12.0,3.0,48.0,1322.0,65.6
394,SC18A,Fulton,570.0,1.0,12.0,3.0,0.0,16.0,40.0,212.0,117.0,0.0,369.0,1.0,4.0,0.0,0.0,5.0,390.0,68.4
395,SC18B,Fulton,915.0,1.0,14.0,6.0,0.0,21.0,39.0,442.0,159.0,0.0,640.0,1.0,12.0,1.0,0.0,14.0,675.0,73.8
396,SC18C,Fulton,2100.0,6.0,37.0,18.0,0.0,61.0,72.0,983.0,411.0,0.0,1466.0,2.0,15.0,1.0,0.0,18.0,1545.0,73.6
397,SC19A,Fulton,213.0,1.0,1.0,4.0,0.0,6.0,3.0,86.0,42.0,1.0,132.0,2.0,1.0,0.0,0.0,3.0,141.0,66.2
398,SC19B,Fulton,1628.0,2.0,14.0,15.0,1.0,32.0,132.0,417.0,206.0,9.0,764.0,7.0,12.0,3.0,0.0,22.0,818.0,50.2
399,SC20,Fulton,2562.0,5.0,48.0,5.0,3.0,61.0,105.0,1438.0,364.0,25.0,1932.0,2.0,18.0,1.0,3.0,24.0,2017.0,78.7
400,SC211,Fulton,1828.0,8.0,37.0,13.0,0.0,58.0,96.0,805.0,287.0,0.0,1188.0,4.0,9.0,10.0,0.0,23.0,1269.0,69.4
401,SC212,Fulton,4244.0,14.0,78.0,38.0,1.0,131.0,251.0,1657.0,589.0,11.0,2508.0,7.0,40.0,6.0,1.0,54.0,2693.0,63.5
402,SC23A,Fulton,3854.0,24.0,37.0,19.0,0.0,80.0,314.0,1094.0,623.0,10.0,2041.0,14.0,19.0,10.0,1.0,44.0,2165.0,56.2
403,SC23B,Fulton,557.0,3.0,5.0,10.0,0.0,18.0,48.0,164.0,108.0,2.0,322.0,5.0,4.0,2.0,0.0,11.0,351.0,63.0
