,Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
949,Boddie,Baldwin,1381.0,132.0,235.0,125.0,0.0,492.0,36.0,66.0,49.0,0.0,151.0,643.0,46.6
950,Courthouse,Baldwin,506.0,46.0,120.0,51.0,0.0,217.0,9.0,22.0,21.0,0.0,52.0,269.0,53.2
947,South Milledgeville,Baldwin,1259.0,92.0,286.0,139.0,0.0,517.0,31.0,100.0,60.0,0.0,191.0,708.0,56.2
959,West Hardwick,Baldwin,2903.0,240.0,655.0,343.0,0.0,1238.0,72.0,208.0,179.0,0.0,459.0,1697.0,58.5
951,Fire Dept,Baldwin,1481.0,99.0,345.0,197.0,0.0,641.0,25.0,123.0,80.0,0.0,228.0,869.0,58.7
952,North Milledgeville,Baldwin,2211.0,200.0,677.0,273.0,1.0,1151.0,61.0,260.0,94.0,0.0,415.0,1566.0,70.8
953,Meriweather,Baldwin,2832.0,254.0,949.0,305.0,0.0,1508.0,106.0,353.0,117.0,0.0,576.0,2084.0,73.6
954,East Baldwin,Baldwin,3826.0,317.0,1156.0,338.0,0.0,1811.0,123.0,467.0,172.0,0.0,762.0,2573.0,67.3
955,Scottsboro,Baldwin,1101.0,129.0,239.0,93.0,1.0,462.0,52.0,93.0,40.0,2.0,187.0,649.0,58.9
956,North Baldwin,Baldwin,3515.0,265.0,1190.0,381.0,0.0,1836.0,104.0,463.0,129.0,0.0,696.0,2532.0,72.0
957,West Baldwin,Baldwin,1862.0,182.0,500.0,192.0,0.0,874.0,85.0,207.0,81.0,0.0,373.0,1247.0,67.0
958,East Hardwick,Baldwin,1313.0,130.0,206.0,126.0,0.0,462.0,36.0,54.0,66.0,0.0,156.0,618.0,47.1
960,Coopers,Baldwin,1574.0,231.0,365.0,108.0,0.0,704.0,88.0,170.0,63.0,0.0,321.0,1025.0,65.1
2160,Columbia,Banks,363.0,49.0,106.0,27.0,0.0,182.0,18.0,60.0,7.0,1.0,86.0,268.0,73.8
2165,Homer,Banks,1544.0,132.0,437.0,83.0,0.0,652.0,50.0,239.0,58.0,1.0,348.0,1000.0,64.8
2164,Hollingsworth,Banks,667.0,63.0,197.0,55.0,1.0,316.0,22.0,98.0,19.0,0.0,139.0,455.0,68.2
2163,Grove River,Banks,600.0,65.0,157.0,42.0,0.0,264.0,30.0,73.0,26.0,0.0,129.0,393.0,65.5
2162,Golden Hill,Banks,1008.0,97.0,260.0,62.0,1.0,420.0,39.0,97.0,29.0,1.0,166.0,586.0,58.1
2156,Anderson,Banks,1533.0,158.0,411.0,93.0,1.0,663.0,56.0,173.0,43.0,0.0,272.0,935.0,61.0
2166,Poplar Springs,Banks,1775.0,171.0,508.0,135.0,1.0,815.0,64.0,238.0,65.0,0.0,367.0,1182.0,66.6
2157,Baldwin,Banks,876.0,76.0,250.0,103.0,0.0,429.0,24.0,90.0,46.0,0.0,160.0,589.0,67.2
2158,Berlin,Banks,415.0,34.0,141.0,24.0,0.0,199.0,8.0,60.0,7.0,0.0,75.0,274.0,66.0
2159,Bushville,Banks,816.0,89.0,216.0,40.0,1.0,346.0,34.0,91.0,17.0,0.0,142.0,488.0,59.8
2161,Davids,Banks,1977.0,199.0,535.0,113.0,4.0,851.0,59.0,231.0,60.0,0.0,350.0,1201.0,60.7
2168,Wilmonts,Banks,620.0,59.0,195.0,46.0,0.0,300.0,21.0,64.0,16.0,0.0,101.0,401.0,64.7
2167,Washington,Banks,704.0,63.0,224.0,44.0,0.0,331.0,23.0,89.0,21.0,1.0,134.0,465.0,66.1
1137,04 Covenant Life Sanctuary,Barrow,4012.0,427.0,1015.0,345.0,0.0,1787.0,121.0,384.0,130.0,0.0,635.0,2422.0,60.4
1141,16 The Church at Winder,Barrow,10348.0,1003.0,2875.0,992.0,2.0,4872.0,329.0,1037.0,381.0,2.0,1749.0,6621.0,64.0
1140,13 Winder Community Center,Barrow,9393.0,772.0,2395.0,811.0,0.0,3978.0,235.0,932.0,315.0,0.0,1482.0,5460.0,58.1
1139,08 First Baptist Church Winder,Barrow,7009.0,657.0,2127.0,655.0,0.0,3439.0,199.0,815.0,225.0,0.0,1239.0,4678.0,66.7
1138,05 Fire Station 1 (Statham),Barrow,8336.0,881.0,2426.0,857.0,0.0,4164.0,271.0,921.0,302.0,0.0,1494.0,5658.0,67.9
1136,03 Hmong New Hope Alliance Church,Barrow,6364.0,813.0,1535.0,575.0,1.0,2924.0,236.0,520.0,215.0,0.0,971.0,3895.0,61.2
1135,02 Bethlehem Church - 211,Barrow,6784.0,652.0,2051.0,762.0,1.0,3466.0,217.0,842.0,270.0,0.0,1329.0,4795.0,70.7
1134,01 Bethlehem Community Center,Barrow,3359.0,443.0,863.0,281.0,0.0,1587.0,125.0,351.0,115.0,0.0,591.0,2178.0,64.8
2116,Kingston,Bartow,2674.0,507.0,538.0,225.0,0.0,1270.0,194.0,202.0,79.0,0.0,475.0,1745.0,65.3
2120,White,Bartow,2723.0,530.0,574.0,241.0,1.0,1346.0,172.0,242.0,80.0,0.0,494.0,1840.0,67.6
2121,Zena Drive,Bartow,6431.0,581.0,1422.0,601.0,3.0,2607.0,162.0,500.0,226.0,3.0,891.0,3498.0,54.4
2122,Woodland,Bartow,1865.0,275.0,461.0,190.0,1.0,927.0,74.0,142.0,76.0,0.0,292.0,1219.0,65.4
2118,Pine Log,Bartow,2132.0,511.0,412.0,179.0,0.0,1102.0,168.0,140.0,80.0,0.0,388.0,1490.0,69.9
2115,Hamilton Crossing,Bartow,6598.0,648.0,1839.0,406.0,1.0,2894.0,191.0,702.0,172.0,0.0,1065.0,3959.0,60.0
2119,Taylorsville,Bartow,2829.0,551.0,550.0,209.0,0.0,1310.0,256.0,277.0,106.0,0.0,639.0,1949.0,68.9
2117,Mission Road,Bartow,4012.0,377.0,1113.0,387.0,2.0,1879.0,138.0,424.0,181.0,1.0,744.0,2623.0,65.4
2113,Euharlee,Bartow,5322.0,741.0,1446.0,479.0,1.0,2667.0,246.0,516.0,156.0,0.0,918.0,3585.0,67.4
2112,Emerson,Bartow,3122.0,500.0,632.0,307.0,0.0,1439.0,165.0,225.0,104.0,1.0,495.0,1934.0,61.9
2111,Center,Bartow,4007.0,570.0,1071.0,443.0,0.0,2084.0,189.0,349.0,145.0,2.0,685.0,2769.0,69.1
2110,Cassville,Bartow,4588.0,408.0,1181.0,715.0,4.0,2308.0,128.0,408.0,309.0,1.0,846.0,3154.0,68.7
2109,Cartersville West,Bartow,8129.0,583.0,2490.0,1002.0,1.0,4076.0,184.0,943.0,303.0,0.0,1430.0,5506.0,67.7
2108,Cartersville East,Bartow,6805.0,615.0,1674.0,776.0,0.0,3065.0,182.0,621.0,268.0,1.0,1072.0,4137.0,60.8
2107,Allatoona,Bartow,4729.0,504.0,1026.0,393.0,0.0,1923.0,157.0,375.0,122.0,0.0,654.0,2577.0,54.5
2106,Adairsville,Bartow,6995.0,684.0,1969.0,567.0,0.0,3220.0,223.0,802.0,238.0,2.0,1265.0,4485.0,64.1
2114,Folsom,Bartow,1448.0,315.0,289.0,100.0,0.0,704.0,113.0,95.0,44.0,0.0,252.0,956.0,66.0
1536,West,Ben Hill,5898.0,317.0,1801.0,425.0,0.0,2543.0,134.0,923.0,237.0,0.0,1294.0,3837.0,65.1
1535,East,Ben Hill,3956.0,211.0,1012.0,304.0,0.0,1527.0,85.0,478.0,138.0,0.0,701.0,2228.0,56.3
702,Alapaha,Berrien,1140.0,214.0,211.0,70.0,0.0,495.0,137.0,102.0,31.0,0.0,270.0,765.0,67.1
701,Enigma,Berrien,1111.0,234.0,170.0,50.0,3.0,457.0,107.0,73.0,39.0,0.0,219.0,676.0,60.8
700,Nashville,Berrien,6079.0,474.0,1717.0,383.0,0.0,2574.0,160.0,912.0,176.0,2.0,1250.0,3824.0,62.9
699,Ray City,Berrien,1946.0,281.0,456.0,138.0,1.0,876.0,111.0,191.0,50.0,0.0,352.0,1228.0,63.1
698,West Berrien,Berrien,999.0,221.0,192.0,67.0,0.0,480.0,116.0,94.0,40.0,1.0,251.0,731.0,73.2
1154,Godfrey 2,Bibb,2158.0,172.0,262.0,194.0,1.0,629.0,51.0,95.0,70.0,0.0,216.0,845.0,39.2
1152,East Macon 5,Bibb,2552.0,253.0,502.0,329.0,0.0,1084.0,103.0,203.0,183.0,2.0,491.0,1575.0,61.7
1151,East Macon 4,Bibb,2280.0,293.0,392.0,327.0,6.0,1018.0,76.0,118.0,121.0,0.0,315.0,1333.0,58.5
1149,East Macon 2,Bibb,3932.0,372.0,760.0,531.0,5.0,1668.0,101.0,260.0,228.0,1.0,590.0,2258.0,57.4
1148,East Macon 1,Bibb,2108.0,185.0,275.0,234.0,4.0,698.0,51.0,97.0,88.0,2.0,238.0,936.0,44.4
1153,Godfrey 1,Bibb,6283.0,495.0,1179.0,683.0,7.0,2364.0,128.0,346.0,310.0,0.0,784.0,3148.0,50.1
1150,East Macon 3,Bibb,3494.0,317.0,747.0,469.0,5.0,1538.0,97.0,241.0,173.0,2.0,513.0,2051.0,58.7
1166,Howard 5,Bibb,2272.0,293.0,542.0,195.0,2.0,1032.0,93.0,163.0,86.0,2.0,344.0,1376.0,60.6
1169,Rutland 1,Bibb,5704.0,810.0,1402.0,664.0,2.0,2878.0,321.0,590.0,296.0,1.0,1208.0,4086.0,71.6
1156,Godfrey 4,Bibb,2231.0,218.0,269.0,184.0,1.0,672.0,56.0,107.0,95.0,1.0,259.0,931.0,41.7
1155,Godfrey 3,Bibb,3292.0,299.0,577.0,303.0,5.0,1184.0,108.0,170.0,152.0,1.0,431.0,1615.0,49.1
1168,Howard 7,Bibb,2897.0,343.0,818.0,415.0,2.0,1578.0,137.0,273.0,175.0,0.0,585.0,2163.0,74.7
1159,Hazzard 2,Bibb,4173.0,632.0,909.0,456.0,6.0,2003.0,209.0,337.0,149.0,1.0,696.0,2699.0,64.7
1167,Howard 6,Bibb,2213.0,238.0,614.0,301.0,10.0,1163.0,74.0,207.0,88.0,2.0,371.0,1534.0,69.3
1170,Rutland 2,Bibb,3409.0,549.0,729.0,330.0,3.0,1611.0,271.0,308.0,140.0,3.0,722.0,2333.0,68.4
1171,Vineville 1,Bibb,3572.0,351.0,782.0,474.0,3.0,1610.0,99.0,228.0,153.0,1.0,481.0,2091.0,58.5
1172,Vineville 2,Bibb,2067.0,223.0,377.0,296.0,0.0,896.0,73.0,123.0,91.0,1.0,288.0,1184.0,57.3
1173,Vineville 3,Bibb,3127.0,256.0,602.0,363.0,4.0,1225.0,85.0,184.0,179.0,0.0,448.0,1673.0,53.5
1157,Godfrey 5,Bibb,4761.0,530.0,871.0,465.0,2.0,1868.0,147.0,277.0,225.0,2.0,651.0,2519.0,52.9
1174,Vineville 4,Bibb,4097.0,429.0,751.0,440.0,7.0,1627.0,148.0,265.0,196.0,2.0,611.0,2238.0,54.6
1176,Vineville 6,Bibb,3021.0,365.0,695.0,431.0,4.0,1495.0,110.0,223.0,158.0,3.0,494.0,1989.0,65.8
1177,Warrior 1,Bibb,2617.0,497.0,515.0,268.0,4.0,1284.0,208.0,231.0,129.0,0.0,568.0,1852.0,70.8
1178,Warrior 2,Bibb,3232.0,435.0,824.0,346.0,4.0,1609.0,205.0,368.0,132.0,2.0,707.0,2316.0,71.7
1160,Hazzard 3,Bibb,7068.0,602.0,1664.0,837.0,11.0,3114.0,186.0,629.0,371.0,4.0,1190.0,4304.0,60.9
1161,Hazzard 4,Bibb,4745.0,571.0,1329.0,650.0,5.0,2555.0,223.0,520.0,257.0,0.0,1000.0,3555.0,74.9
1162,Howard 1,Bibb,3436.0,344.0,878.0,588.0,3.0,1813.0,137.0,382.0,209.0,0.0,728.0,2541.0,74.0
1163,Howard 2,Bibb,3394.0,388.0,903.0,514.0,3.0,1808.0,128.0,377.0,193.0,2.0,700.0,2508.0,73.9
1164,Howard 3,Bibb,6397.0,659.0,1645.0,900.0,2.0,3206.0,213.0,678.0,297.0,2.0,1190.0,4396.0,68.7
1165,Howard 4,Bibb,1711.0,187.0,453.0,235.0,1.0,876.0,58.0,166.0,63.0,0.0,287.0,1163.0,68.0
1175,Vineville 5,Bibb,2359.0,259.0,645.0,325.0,2.0,1231.0,90.0,219.0,126.0,0.0,435.0,1666.0,70.6
1158,Hazzard 1,Bibb,3377.0,368.0,594.0,370.0,5.0,1337.0,116.0,219.0,164.0,0.0,499.0,1836.0,54.4
1946,Fairground,Bleckley,0.0,828.0,2157.0,607.0,1.0,3593.0,356.0,969.0,322.0,0.0,1647.0,5240.0,
935,Waynesville,Brantley,4286.0,594.0,905.0,198.0,2.0,1699.0,219.0,363.0,67.0,1.0,650.0,2349.0,54.8
933,Hoboken,Brantley,3394.0,410.0,803.0,164.0,0.0,1377.0,191.0,422.0,104.0,0.0,717.0,2094.0,61.7
934,Nahunta,Brantley,4208.0,350.0,1048.0,182.0,3.0,1583.0,167.0,583.0,90.0,1.0,841.0,2424.0,57.6
1247,Quitman,Brooks,4117.0,250.0,766.0,405.0,2.0,1423.0,110.0,328.0,177.0,0.0,615.0,2038.0,49.5
1248,Barwick,Brooks,350.0,72.0,51.0,38.0,1.0,162.0,31.0,26.0,12.0,0.0,69.0,231.0,66.0
1249,Dixie,Brooks,1066.0,103.0,217.0,141.0,1.0,462.0,76.0,83.0,51.0,0.0,210.0,672.0,63.0
1250,Briggs,Brooks,2317.0,292.0,499.0,177.0,0.0,968.0,121.0,219.0,63.0,0.0,403.0,1371.0,59.2
1251,Nankin,Brooks,735.0,111.0,150.0,28.0,0.0,289.0,57.0,77.0,30.0,0.0,164.0,453.0,61.6
1252,Morven,Brooks,1962.0,253.0,407.0,148.0,0.0,808.0,114.0,184.0,101.0,0.0,399.0,1207.0,61.5
1253,Pavo,Brooks,607.0,126.0,100.0,63.0,0.0,289.0,60.0,30.0,19.0,0.0,109.0,398.0,65.6
1502,RH Rec Complex,Bryan,3264.0,246.0,931.0,286.0,1.0,1464.0,69.0,301.0,97.0,0.0,467.0,1931.0,59.2
1504,Keller,Bryan,4270.0,296.0,1629.0,391.0,0.0,2316.0,101.0,555.0,135.0,0.0,791.0,3107.0,72.8
1505,Hwy 144 East,Bryan,5365.0,340.0,2009.0,519.0,1.0,2869.0,95.0,627.0,171.0,0.0,893.0,3762.0,70.1
1506,Public Safety Complex,Bryan,2570.0,236.0,730.0,200.0,1.0,1167.0,61.0,233.0,65.0,0.0,359.0,1526.0,59.4
1501,Ways Station,Bryan,1974.0,180.0,536.0,172.0,1.0,889.0,57.0,174.0,69.0,0.0,300.0,1189.0,60.2
1500,Black Creek,Bryan,2995.0,319.0,743.0,159.0,1.0,1222.0,102.0,297.0,89.0,0.0,488.0,1710.0,57.1
1499,Ellabell,Bryan,2341.0,310.0,633.0,147.0,1.0,1091.0,117.0,248.0,55.0,0.0,420.0,1511.0,64.5
1498,Danielsiding,Bryan,2291.0,204.0,744.0,217.0,0.0,1165.0,70.0,257.0,85.0,0.0,412.0,1577.0,68.8
1497,Pembroke,Bryan,2653.0,262.0,709.0,129.0,0.0,1100.0,74.0,279.0,82.0,0.0,435.0,1535.0,57.9
1503,JF Gregory Park,Bryan,2885.0,153.0,1163.0,279.0,0.0,1595.0,34.0,402.0,100.0,0.0,536.0,2131.0,73.9
1754,Hagin,Bulloch,2403.0,370.0,456.0,228.0,3.0,1057.0,187.0,219.0,112.0,1.0,519.0,1576.0,65.6
1755,Brooklet,Bulloch,3351.0,563.0,803.0,275.0,2.0,1643.0,215.0,358.0,114.0,1.0,688.0,2331.0,69.6
1756,Stilson,Bulloch,2137.0,482.0,348.0,135.0,1.0,966.0,167.0,144.0,76.0,0.0,387.0,1353.0,63.3
1750,Church,Bulloch,5793.0,532.0,1308.0,701.0,4.0,2545.0,227.0,529.0,286.0,2.0,1044.0,3589.0,62.0
1758,Nevils,Bulloch,1299.0,290.0,209.0,97.0,1.0,597.0,127.0,92.0,49.0,0.0,268.0,865.0,66.6
1759,Sinkhole,Bulloch,488.0,132.0,49.0,52.0,0.0,233.0,72.0,27.0,13.0,0.0,112.0,345.0,70.7
1760,Register,Bulloch,969.0,199.0,142.0,75.0,0.0,416.0,79.0,68.0,42.0,1.0,190.0,606.0,62.5
1757,Bay,Bulloch,1610.0,400.0,272.0,122.0,0.0,794.0,170.0,120.0,40.0,0.0,330.0,1124.0,69.8
1753,Blitch,Bulloch,1947.0,350.0,468.0,238.0,0.0,1056.0,140.0,200.0,57.0,3.0,400.0,1456.0,74.8
1749,Fair,Bulloch,6335.0,548.0,1711.0,686.0,7.0,2952.0,183.0,737.0,237.0,2.0,1159.0,4111.0,64.9
1746,Emit,Bulloch,3360.0,478.0,842.0,340.0,2.0,1662.0,189.0,322.0,122.0,0.0,633.0,2295.0,68.3
1745,Lockhart,Bulloch,720.0,179.0,96.0,52.0,0.0,327.0,92.0,55.0,27.0,1.0,175.0,502.0,69.7
1751,Pittman Park,Bulloch,5279.0,600.0,1102.0,367.0,2.0,2071.0,150.0,323.0,107.0,0.0,580.0,2651.0,50.2
1752,Leefield,Bulloch,1000.0,279.0,158.0,73.0,0.0,510.0,110.0,72.0,29.0,1.0,212.0,722.0,72.2
1747,Statesboro,Bulloch,6312.0,572.0,1457.0,638.0,7.0,2674.0,210.0,582.0,272.0,5.0,1069.0,3743.0,59.3
1748,Portal,Bulloch,1735.0,361.0,245.0,134.0,0.0,740.0,148.0,119.0,92.0,0.0,359.0,1099.0,63.3
2077,Gough,Burke,434.0,54.0,60.0,61.0,0.0,175.0,31.0,36.0,45.0,0.0,112.0,287.0,66.1
2076,Girard,Burke,733.0,117.0,85.0,77.0,0.0,279.0,73.0,40.0,34.0,0.0,147.0,426.0,58.1
2074,Alexander,Burke,389.0,69.0,47.0,44.0,0.0,160.0,33.0,24.0,36.0,0.0,93.0,253.0,65.0
2079,Keysville,Burke,476.0,113.0,32.0,34.0,0.0,179.0,43.0,16.0,10.0,0.0,69.0,248.0,52.1
2080,Midville,Burke,492.0,101.0,29.0,35.0,0.0,165.0,58.0,13.0,34.0,0.0,105.0,270.0,54.9
2084,Telfair,Burke,1121.0,134.0,182.0,103.0,0.0,419.0,79.0,98.0,48.0,0.0,225.0,644.0,57.4
2085,St Clair,Burke,442.0,67.0,64.0,40.0,0.0,171.0,36.0,47.0,35.0,0.0,118.0,289.0,65.4
2086,Vidette,Burke,313.0,66.0,21.0,39.0,0.0,126.0,38.0,17.0,9.0,0.0,64.0,190.0,60.7
2087,North Waynesboro,Burke,2949.0,230.0,492.0,246.0,0.0,968.0,101.0,284.0,286.0,0.0,671.0,1639.0,55.6
2081,Munnerlyn,Burke,299.0,49.0,44.0,13.0,0.0,106.0,29.0,21.0,15.0,0.0,65.0,171.0,57.2
2082,Sardis,Burke,1049.0,206.0,99.0,57.0,0.0,362.0,99.0,74.0,31.0,0.0,204.0,566.0,54.0
2078,Greenscut,Burke,1036.0,149.0,200.0,62.0,0.0,411.0,65.0,93.0,58.0,0.0,216.0,627.0,60.5
2083,Scotts Crossroads,Burke,294.0,49.0,37.0,21.0,0.0,107.0,22.0,15.0,17.0,0.0,54.0,161.0,54.8
2075,Four Points,Burke,2558.0,362.0,439.0,148.0,0.0,949.0,184.0,240.0,132.0,0.0,556.0,1505.0,58.8
2088,South Waynesboro,Burke,3290.0,287.0,803.0,267.0,0.0,1357.0,128.0,455.0,172.0,0.0,755.0,2112.0,64.2
2089,Blakeney,Burke,681.0,76.0,115.0,48.0,0.0,239.0,25.0,76.0,28.0,0.0,129.0,368.0,54.0
1682,Butts County Admin Bldg,Butts,17154.0,826.0,5440.0,1350.0,1.0,7617.0,314.0,2404.0,606.0,2.0,3326.0,10943.0,63.8
1558,Leary,Calhoun,721.0,105.0,118.0,95.0,0.0,318.0,49.0,67.0,39.0,0.0,155.0,473.0,65.6
1562,Arlington,Calhoun,684.0,99.0,115.0,102.0,0.0,316.0,29.0,51.0,36.0,0.0,116.0,432.0,63.2
1561,Edison-Arlington,Calhoun,594.0,68.0,119.0,55.0,0.0,242.0,43.0,49.0,30.0,0.0,122.0,364.0,61.3
1559,Morgan,Calhoun,662.0,63.0,146.0,75.0,0.0,284.0,34.0,89.0,41.0,0.0,164.0,448.0,67.7
1560,Edison,Calhoun,523.0,68.0,88.0,40.0,0.0,196.0,26.0,34.0,24.0,0.0,84.0,280.0,53.5
792,Waverly,Camden,1530.0,223.0,345.0,204.0,0.0,772.0,92.0,202.0,86.0,0.0,380.0,1152.0,75.3
793,Woodbine,Camden,1973.0,222.0,461.0,183.0,0.0,866.0,105.0,209.0,75.0,1.0,390.0,1256.0,63.7
802,South St Marys,Camden,2139.0,177.0,611.0,283.0,2.0,1073.0,68.0,239.0,97.0,0.0,404.0,1477.0,69.1
803,Mush Bluff,Camden,2816.0,271.0,785.0,270.0,0.0,1326.0,117.0,338.0,114.0,1.0,570.0,1896.0,67.3
795,Harrietts Bluff,Camden,1834.0,289.0,467.0,158.0,1.0,915.0,109.0,219.0,62.0,0.0,390.0,1305.0,71.2
794,Browntown,Camden,698.0,96.0,151.0,58.0,0.0,305.0,28.0,70.0,29.0,0.0,127.0,432.0,61.9
801,St Marys,Camden,3218.0,343.0,800.0,296.0,0.0,1439.0,125.0,299.0,108.0,0.0,532.0,1971.0,61.2
800,North St Marys,Camden,2095.0,178.0,367.0,130.0,1.0,676.0,63.0,129.0,43.0,0.0,235.0,911.0,43.5
799,East Kingsland,Camden,6866.0,501.0,2046.0,642.0,0.0,3189.0,167.0,676.0,214.0,0.0,1057.0,4246.0,61.8
798,Kingsland,Camden,2274.0,191.0,540.0,160.0,0.0,891.0,56.0,198.0,57.0,0.0,311.0,1202.0,52.9
791,Tarboro,Camden,979.0,176.0,171.0,81.0,0.0,428.0,77.0,84.0,33.0,0.0,194.0,622.0,63.5
797,North Kingsland,Camden,2599.0,213.0,648.0,207.0,0.0,1068.0,90.0,224.0,90.0,0.0,404.0,1472.0,56.6
796,West Kingsland,Camden,2782.0,263.0,763.0,191.0,0.0,1217.0,99.0,337.0,84.0,0.0,520.0,1737.0,62.4
804,West St Marys,Camden,3147.0,209.0,1040.0,454.0,0.0,1703.0,43.0,428.0,189.0,0.0,660.0,2363.0,75.1
1579,Jack Strickland Comm Center,Candler,6300.0,450.0,1862.0,439.0,0.0,2751.0,153.0,904.0,250.0,0.0,1307.0,4058.0,64.4
1998,Bowdon Junction,Carroll,1547.0,207.0,348.0,91.0,0.0,646.0,76.0,130.0,58.0,0.0,264.0,910.0,58.8
1995,Mt Zion,Carroll,2641.0,478.0,530.0,169.0,0.0,1177.0,202.0,219.0,79.0,0.0,500.0,1677.0,63.5
1996,Burwell,Carroll,1564.0,301.0,312.0,116.0,1.0,730.0,117.0,125.0,51.0,1.0,294.0,1024.0,65.5
2000,Fairfield,Carroll,3867.0,668.0,946.0,377.0,0.0,1991.0,280.0,376.0,125.0,0.0,781.0,2772.0,71.7
1997,Clem,Carroll,3695.0,382.0,1188.0,296.0,2.0,1868.0,145.0,448.0,127.0,0.0,720.0,2588.0,70.0
2001,Hulett,Carroll,2408.0,383.0,586.0,152.0,0.0,1121.0,158.0,290.0,70.0,0.0,518.0,1639.0,68.1
2012,Bonner,Carroll,3736.0,267.0,1129.0,291.0,1.0,1688.0,68.0,405.0,90.0,1.0,564.0,2252.0,60.3
2004,V R County North,Carroll,5472.0,480.0,1403.0,426.0,0.0,2309.0,189.0,574.0,171.0,0.0,934.0,3243.0,59.3
2005,Villa Rica City,Carroll,7250.0,573.0,1775.0,578.0,1.0,2927.0,176.0,694.0,247.0,0.0,1117.0,4044.0,55.8
2006,Temple County,Carroll,4354.0,543.0,1001.0,278.0,4.0,1826.0,195.0,434.0,117.0,0.0,746.0,2572.0,59.1
2007,Temple City,Carroll,3700.0,502.0,824.0,233.0,3.0,1562.0,199.0,334.0,92.0,0.0,625.0,2187.0,59.1
2008,Whitesburg,Carroll,2190.0,413.0,437.0,139.0,0.0,989.0,154.0,186.0,61.0,0.0,401.0,1390.0,63.5
2009,Roopville,Carroll,3200.0,465.0,786.0,218.0,4.0,1473.0,198.0,331.0,91.0,0.0,620.0,2093.0,65.4
2010,West Carrollton,Carroll,4380.0,312.0,962.0,323.0,2.0,1599.0,97.0,306.0,123.0,0.0,526.0,2125.0,48.5
2011,Lakeshore Rec Center,Carroll,1671.0,112.0,443.0,155.0,0.0,710.0,35.0,185.0,41.0,1.0,262.0,972.0,58.2
1999,Tyus,Carroll,1920.0,388.0,363.0,114.0,1.0,866.0,167.0,168.0,61.0,0.0,396.0,1262.0,65.7
2013,University of W GA,Carroll,2164.0,214.0,547.0,160.0,1.0,922.0,54.0,171.0,48.0,1.0,274.0,1196.0,55.3
