,Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
229,12H1,Fulton,1170.0,83.0,140.0,58.0,9.0,290.0,20.0,36.0,21.0,3.0,80.0,370.0,31.6
231,12I,Fulton,1079.0,46.0,182.0,100.0,32.0,360.0,12.0,47.0,43.0,10.0,112.0,472.0,43.7
232,12J,Fulton,3154.0,215.0,548.0,236.0,27.0,1026.0,54.0,144.0,91.0,5.0,294.0,1320.0,41.9
233,12K,Fulton,3620.0,161.0,809.0,268.0,8.0,1246.0,49.0,172.0,87.0,2.0,310.0,1556.0,43.0
234,12L,Fulton,774.0,41.0,106.0,52.0,2.0,201.0,13.0,31.0,14.0,1.0,59.0,260.0,33.6
235,12M,Fulton,2990.0,279.0,506.0,215.0,18.0,1018.0,88.0,139.0,84.0,1.0,312.0,1330.0,44.5
236,12N,Fulton,1134.0,79.0,181.0,66.0,11.0,337.0,13.0,39.0,15.0,1.0,68.0,405.0,35.7
237,12S,Fulton,2079.0,133.0,487.0,170.0,13.0,803.0,29.0,87.0,60.0,2.0,178.0,981.0,47.2
238,AP01A,Fulton,5236.0,219.0,1782.0,858.0,5.0,2864.0,63.0,582.0,255.0,0.0,900.0,3764.0,71.9
239,AP01B,Fulton,1281.0,67.0,403.0,193.0,7.0,670.0,26.0,105.0,40.0,2.0,173.0,843.0,65.8
240,AP01C,Fulton,2409.0,102.0,877.0,383.0,9.0,1371.0,31.0,289.0,90.0,2.0,412.0,1783.0,74.0
241,AP01D,Fulton,1015.0,48.0,317.0,168.0,0.0,533.0,15.0,76.0,31.0,0.0,122.0,655.0,64.5
242,AP021,Fulton,3408.0,202.0,1231.0,438.0,5.0,1876.0,56.0,353.0,101.0,0.0,510.0,2386.0,70.0
243,AP022,Fulton,2507.0,135.0,729.0,408.0,0.0,1272.0,39.0,222.0,127.0,0.0,388.0,1660.0,66.2
230,12H2,Fulton,2998.0,220.0,552.0,249.0,7.0,1028.0,55.0,140.0,125.0,1.0,321.0,1349.0,45.0
196,10D,Fulton,4968.0,253.0,866.0,367.0,111.0,1597.0,65.0,253.0,157.0,36.0,511.0,2108.0,42.4
189,09I,Fulton,1397.0,100.0,209.0,121.0,2.0,432.0,40.0,53.0,45.0,0.0,138.0,570.0,40.8
264,CP011,Fulton,1353.0,81.0,355.0,142.0,6.0,584.0,21.0,92.0,33.0,1.0,147.0,731.0,54.0
299,FC02,Fulton,585.0,11.0,23.0,7.0,1.0,42.0,3.0,6.0,2.0,0.0,11.0,53.0,9.1
300,FC03,Fulton,17.0,0.0,6.0,0.0,6.0,12.0,1.0,1.0,0.0,0.0,2.0,14.0,82.4
301,HP01,Fulton,3824.0,316.0,936.0,424.0,5.0,1681.0,88.0,223.0,99.0,1.0,411.0,2092.0,54.7
302,JC01,Fulton,4128.0,216.0,1393.0,922.0,10.0,2541.0,87.0,364.0,235.0,1.0,687.0,3228.0,78.2
303,JC01A,Fulton,1738.0,125.0,507.0,112.0,4.0,748.0,38.0,148.0,26.0,1.0,213.0,961.0,55.3
304,JC02,Fulton,3001.0,167.0,846.0,544.0,6.0,1563.0,52.0,250.0,163.0,0.0,465.0,2028.0,67.6
305,JC03A,Fulton,594.0,27.0,235.0,74.0,2.0,338.0,16.0,82.0,12.0,2.0,112.0,450.0,75.8
306,JC03B,Fulton,1616.0,116.0,550.0,226.0,0.0,892.0,27.0,149.0,86.0,0.0,262.0,1154.0,71.4
307,JC04A,Fulton,3177.0,97.0,1233.0,544.0,11.0,1885.0,28.0,360.0,139.0,4.0,531.0,2416.0,76.0
308,JC04B,Fulton,334.0,9.0,98.0,50.0,0.0,157.0,3.0,38.0,12.0,0.0,53.0,210.0,62.9
309,JC04C,Fulton,1251.0,45.0,457.0,233.0,0.0,735.0,15.0,132.0,43.0,0.0,190.0,925.0,73.9
310,JC05,Fulton,2350.0,129.0,873.0,322.0,3.0,1327.0,34.0,221.0,77.0,1.0,333.0,1660.0,70.6
311,JC06,Fulton,2840.0,195.0,823.0,448.0,6.0,1472.0,65.0,243.0,142.0,2.0,452.0,1924.0,67.7
298,FC01,Fulton,325.0,15.0,101.0,22.0,2.0,140.0,8.0,28.0,3.0,0.0,39.0,179.0,55.1
312,JC07,Fulton,4670.0,194.0,1520.0,873.0,25.0,2612.0,44.0,454.0,213.0,6.0,717.0,3329.0,71.3
314,JC09,Fulton,3250.0,177.0,1133.0,496.0,2.0,1808.0,64.0,255.0,136.0,2.0,457.0,2265.0,69.7
315,JC10,Fulton,2641.0,132.0,821.0,469.0,13.0,1435.0,54.0,265.0,95.0,4.0,418.0,1853.0,70.2
316,JC11,Fulton,3497.0,212.0,1206.0,553.0,0.0,1971.0,63.0,377.0,125.0,0.0,565.0,2536.0,72.5
317,JC12,Fulton,2832.0,93.0,942.0,509.0,1.0,1545.0,32.0,336.0,163.0,3.0,534.0,2079.0,73.4
318,JC13A,Fulton,2317.0,86.0,848.0,346.0,1.0,1281.0,37.0,284.0,89.0,0.0,410.0,1691.0,73.0
319,JC13B,Fulton,282.0,8.0,113.0,42.0,1.0,164.0,1.0,40.0,14.0,0.0,55.0,219.0,77.7
320,JC14,Fulton,2608.0,95.0,1013.0,414.0,1.0,1523.0,31.0,314.0,89.0,1.0,435.0,1958.0,75.1
321,JC15,Fulton,959.0,50.0,344.0,121.0,0.0,515.0,13.0,89.0,31.0,0.0,133.0,648.0,67.6
322,JC16,Fulton,2707.0,154.0,992.0,413.0,1.0,1560.0,31.0,266.0,111.0,0.0,408.0,1968.0,72.7
323,JC18,Fulton,2857.0,106.0,1121.0,475.0,3.0,1705.0,34.0,325.0,106.0,0.0,465.0,2170.0,76.0
324,JC19,Fulton,4174.0,167.0,1489.0,703.0,11.0,2370.0,48.0,436.0,153.0,2.0,639.0,3009.0,72.1
325,ML01A,Fulton,2795.0,154.0,1146.0,369.0,25.0,1694.0,44.0,323.0,89.0,6.0,462.0,2156.0,77.1
326,ML01B,Fulton,708.0,40.0,256.0,100.0,0.0,396.0,8.0,83.0,30.0,0.0,121.0,517.0,73.0
313,JC08,Fulton,2931.0,140.0,1076.0,474.0,3.0,1693.0,40.0,311.0,108.0,2.0,461.0,2154.0,73.5
297,FA01D,Fulton,321.0,12.0,101.0,6.0,11.0,130.0,5.0,23.0,2.0,5.0,35.0,165.0,51.4
296,FA01C,Fulton,769.0,56.0,229.0,79.0,1.0,365.0,7.0,61.0,26.0,0.0,94.0,459.0,59.7
295,FA01B,Fulton,5860.0,25.0,1903.0,710.0,7.0,2645.0,7.0,464.0,193.0,1.0,665.0,3310.0,56.5
265,CP012,Fulton,1469.0,74.0,467.0,176.0,3.0,720.0,16.0,114.0,42.0,3.0,175.0,895.0,60.9
266,CP01B,Fulton,422.0,17.0,123.0,35.0,0.0,175.0,8.0,40.0,20.0,0.0,68.0,243.0,57.6
267,CP02,Fulton,1208.0,73.0,302.0,128.0,1.0,504.0,16.0,84.0,43.0,0.0,143.0,647.0,53.6
268,CP04A,Fulton,13.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,23.1
269,CP04B,Fulton,38.0,1.0,5.0,8.0,0.0,14.0,1.0,2.0,1.0,0.0,4.0,18.0,47.4
270,CP051,Fulton,1756.0,125.0,418.0,197.0,0.0,740.0,24.0,115.0,48.0,0.0,187.0,927.0,52.8
271,CP05B,Fulton,153.0,15.0,32.0,4.0,4.0,55.0,5.0,6.0,6.0,0.0,17.0,72.0,47.1
272,CP06A,Fulton,732.0,46.0,107.0,30.0,1.0,184.0,8.0,26.0,8.0,0.0,42.0,226.0,30.9
273,CP07B,Fulton,7.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,57.1
274,CP07C,Fulton,323.0,15.0,36.0,7.0,0.0,58.0,3.0,10.0,1.0,0.0,14.0,72.0,22.3
275,CP07D,Fulton,790.0,47.0,98.0,24.0,0.0,169.0,19.0,29.0,14.0,0.0,62.0,231.0,29.2
276,CP07E,Fulton,127.0,12.0,16.0,3.0,0.0,31.0,7.0,2.0,0.0,0.0,9.0,40.0,31.5
277,CP07F,Fulton,266.0,15.0,28.0,6.0,0.0,49.0,7.0,8.0,0.0,0.0,15.0,64.0,24.1
278,CP081,Fulton,373.0,30.0,42.0,11.0,4.0,87.0,7.0,15.0,3.0,1.0,26.0,113.0,30.3
279,CP083,Fulton,240.0,10.0,18.0,1.0,0.0,29.0,3.0,3.0,1.0,0.0,7.0,36.0,15.0
280,CP084,Fulton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,CP08A,Fulton,756.0,55.0,65.0,16.0,0.0,136.0,11.0,21.0,10.0,0.0,42.0,178.0,23.5
282,EP01A,Fulton,2978.0,147.0,828.0,277.0,9.0,1261.0,51.0,169.0,79.0,2.0,301.0,1562.0,52.5
283,EP01B,Fulton,3473.0,179.0,804.0,338.0,8.0,1329.0,48.0,186.0,115.0,1.0,350.0,1679.0,48.3
284,EP02A,Fulton,2407.0,131.0,453.0,220.0,14.0,818.0,31.0,108.0,93.0,5.0,237.0,1055.0,43.8
285,EP02B,Fulton,1679.0,76.0,572.0,252.0,1.0,901.0,21.0,120.0,61.0,0.0,202.0,1103.0,65.7
286,EP02C,Fulton,522.0,15.0,174.0,64.0,0.0,253.0,6.0,33.0,9.0,0.0,48.0,301.0,57.7
287,EP02D,Fulton,420.0,26.0,127.0,41.0,0.0,194.0,7.0,28.0,10.0,0.0,45.0,239.0,56.9
289,EP03A,Fulton,4925.0,240.0,1269.0,623.0,7.0,2139.0,87.0,295.0,188.0,1.0,571.0,2710.0,55.0
290,EP03B,Fulton,1547.0,67.0,485.0,264.0,4.0,820.0,14.0,134.0,78.0,1.0,227.0,1047.0,67.7
291,EP04A,Fulton,5020.0,446.0,1096.0,513.0,31.0,2086.0,98.0,252.0,154.0,5.0,509.0,2595.0,51.7
292,EP04B,Fulton,2624.0,123.0,877.0,212.0,7.0,1219.0,31.0,179.0,55.0,1.0,266.0,1485.0,56.6
293,EP04C,Fulton,1318.0,0.0,305.0,33.0,2.0,340.0,0.0,90.0,8.0,3.0,101.0,441.0,33.5
294,FA01A,Fulton,4032.0,197.0,1191.0,459.0,12.0,1859.0,63.0,339.0,181.0,3.0,586.0,2445.0,60.6
328,ML02B,Fulton,1914.0,135.0,677.0,276.0,1.0,1089.0,34.0,218.0,85.0,1.0,338.0,1427.0,74.6
188,09H,Fulton,1185.0,75.0,382.0,142.0,0.0,599.0,13.0,47.0,25.0,1.0,86.0,685.0,57.8
154,06Q,Fulton,571.0,44.0,186.0,58.0,4.0,292.0,6.0,25.0,5.0,2.0,38.0,330.0,57.8
186,09F,Fulton,3917.0,157.0,1402.0,666.0,6.0,2231.0,47.0,380.0,115.0,0.0,542.0,2773.0,70.8
135,05A2,Fulton,3343.0,128.0,1313.0,544.0,10.0,1995.0,28.0,190.0,80.0,2.0,300.0,2295.0,68.7
134,05A1,Fulton,2936.0,115.0,1156.0,553.0,1.0,1825.0,36.0,159.0,80.0,1.0,276.0,2101.0,71.6
133,04X2,Fulton,846.0,52.0,202.0,79.0,0.0,333.0,8.0,43.0,17.0,0.0,68.0,401.0,47.4
132,04X1,Fulton,2283.0,139.0,503.0,196.0,2.0,840.0,32.0,102.0,60.0,0.0,194.0,1034.0,45.3
131,04W,Fulton,3365.0,45.0,124.0,26.0,6.0,201.0,12.0,8.0,2.0,1.0,23.0,224.0,6.7
130,04V,Fulton,3573.0,297.0,586.0,169.0,3.0,1055.0,81.0,120.0,58.0,1.0,260.0,1315.0,36.8
129,04T,Fulton,1297.0,96.0,272.0,117.0,14.0,499.0,35.0,74.0,33.0,5.0,147.0,646.0,49.8
128,04S,Fulton,2541.0,216.0,466.0,215.0,9.0,906.0,52.0,141.0,72.0,0.0,265.0,1171.0,46.1
127,04M,Fulton,979.0,81.0,122.0,55.0,4.0,262.0,24.0,36.0,13.0,1.0,74.0,336.0,34.3
126,04L,Fulton,2014.0,146.0,478.0,174.0,3.0,801.0,34.0,86.0,27.0,2.0,149.0,950.0,47.2
125,04K,Fulton,2736.0,158.0,562.0,266.0,11.0,997.0,40.0,145.0,91.0,3.0,279.0,1276.0,46.6
124,04J,Fulton,1617.0,39.0,88.0,14.0,8.0,149.0,9.0,21.0,5.0,1.0,36.0,185.0,11.4
123,04I,Fulton,4604.0,66.0,395.0,158.0,4.0,623.0,19.0,82.0,29.0,3.0,133.0,756.0,16.4
122,04G,Fulton,1025.0,90.0,144.0,64.0,1.0,299.0,28.0,41.0,18.0,0.0,87.0,386.0,37.7
121,04F,Fulton,2786.0,164.0,672.0,178.0,10.0,1024.0,39.0,136.0,34.0,1.0,210.0,1234.0,44.3
120,04D,Fulton,1736.0,126.0,388.0,151.0,4.0,669.0,32.0,74.0,39.0,1.0,146.0,815.0,46.9
119,04C,Fulton,150.0,7.0,22.0,8.0,0.0,37.0,3.0,4.0,4.0,1.0,12.0,49.0,32.7
118,04B,Fulton,2948.0,103.0,350.0,157.0,0.0,610.0,21.0,70.0,41.0,0.0,132.0,742.0,25.2
117,04A,Fulton,1554.0,81.0,265.0,125.0,0.0,471.0,23.0,56.0,33.0,0.0,112.0,583.0,37.5
136,05B,Fulton,2171.0,143.0,538.0,205.0,2.0,888.0,36.0,78.0,51.0,1.0,166.0,1054.0,48.5
116,03T,Fulton,1742.0,124.0,400.0,107.0,4.0,635.0,32.0,97.0,26.0,1.0,156.0,791.0,45.4
137,05C,Fulton,135.0,5.0,23.0,6.0,0.0,34.0,2.0,5.0,2.0,0.0,9.0,43.0,31.9
139,05F,Fulton,248.0,20.0,80.0,21.0,1.0,122.0,4.0,9.0,3.0,0.0,16.0,138.0,55.6
449,UC01E,Fulton,512.0,34.0,227.0,58.0,0.0,319.0,7.0,44.0,13.0,0.0,64.0,383.0,74.8
450,UC02A,Fulton,5609.0,278.0,1776.0,877.0,15.0,2946.0,54.0,421.0,254.0,2.0,731.0,3677.0,65.6
451,UC02B,Fulton,32.0,3.0,13.0,3.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,20.0,62.5
452,UC02C,Fulton,3614.0,127.0,1010.0,99.0,12.0,1248.0,30.0,248.0,37.0,3.0,318.0,1566.0,43.3
453,UC031,Fulton,2745.0,136.0,563.0,365.0,20.0,1084.0,31.0,152.0,128.0,5.0,316.0,1400.0,51.0
454,UC032,Fulton,393.0,17.0,116.0,73.0,1.0,207.0,7.0,26.0,13.0,0.0,46.0,253.0,64.4
187,09G,Fulton,3943.0,226.0,1407.0,618.0,9.0,2260.0,58.0,260.0,85.0,1.0,404.0,2664.0,67.6
151,06L1,Fulton,991.0,38.0,354.0,217.0,2.0,611.0,13.0,81.0,39.0,1.0,134.0,745.0,75.2
150,06J,Fulton,2770.0,90.0,989.0,722.0,1.0,1802.0,26.0,193.0,85.0,0.0,304.0,2106.0,76.0
149,06I,Fulton,4072.0,265.0,1238.0,490.0,17.0,2010.0,61.0,239.0,80.0,7.0,387.0,2397.0,58.9
148,06G,Fulton,588.0,23.0,214.0,119.0,1.0,357.0,3.0,32.0,15.0,0.0,50.0,407.0,69.2
147,06F,Fulton,2841.0,114.0,1063.0,486.0,6.0,1669.0,22.0,180.0,71.0,0.0,273.0,1942.0,68.4
146,06E,Fulton,2344.0,117.0,780.0,382.0,2.0,1281.0,24.0,153.0,71.0,5.0,253.0,1534.0,65.4
145,06D2,Fulton,850.0,24.0,298.0,53.0,1.0,376.0,8.0,78.0,10.0,0.0,96.0,472.0,55.5
144,06D1,Fulton,2539.0,84.0,926.0,165.0,3.0,1178.0,17.0,173.0,26.0,1.0,217.0,1395.0,54.9
143,06D,Fulton,6160.0,301.0,2003.0,1908.0,10.0,4222.0,73.0,417.0,315.0,2.0,807.0,5029.0,81.6
142,06B,Fulton,1889.0,83.0,725.0,369.0,6.0,1183.0,25.0,114.0,42.0,1.0,182.0,1365.0,72.3
141,05K,Fulton,2826.0,131.0,630.0,227.0,5.0,993.0,25.0,102.0,42.0,0.0,169.0,1162.0,41.1
140,05J,Fulton,684.0,34.0,239.0,113.0,1.0,387.0,8.0,46.0,22.0,0.0,76.0,463.0,67.7
138,05D,Fulton,541.0,19.0,53.0,9.0,2.0,83.0,4.0,5.0,0.0,0.0,9.0,92.0,17.0
448,UC01D,Fulton,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,03S,Fulton,908.0,81.0,153.0,66.0,0.0,300.0,19.0,47.0,34.0,0.0,100.0,400.0,44.1
113,03P1A,Fulton,4404.0,238.0,1263.0,496.0,10.0,2007.0,56.0,209.0,72.0,1.0,338.0,2345.0,53.2
89,02D,Fulton,5539.0,238.0,1756.0,955.0,26.0,2975.0,65.0,310.0,126.0,10.0,511.0,3486.0,62.9
88,02C,Fulton,2034.0,73.0,616.0,325.0,27.0,1041.0,25.0,122.0,64.0,8.0,219.0,1260.0,61.9
87,02B,Fulton,4020.0,157.0,699.0,249.0,21.0,1126.0,45.0,140.0,53.0,8.0,246.0,1372.0,34.1
86,02A1,Fulton,733.0,30.0,285.0,49.0,3.0,367.0,8.0,37.0,1.0,0.0,46.0,413.0,56.3
85,02A,Fulton,4884.0,170.0,1677.0,974.0,18.0,2839.0,48.0,363.0,205.0,3.0,619.0,3458.0,70.8
84,01T,Fulton,1799.0,152.0,406.0,139.0,3.0,700.0,35.0,71.0,53.0,1.0,160.0,860.0,47.8
83,01S,Fulton,2118.0,190.0,382.0,146.0,8.0,726.0,52.0,96.0,53.0,0.0,201.0,927.0,43.8
82,01R,Fulton,1550.0,154.0,112.0,83.0,9.0,358.0,52.0,32.0,38.0,5.0,127.0,485.0,31.3
81,01P,Fulton,1444.0,160.0,183.0,122.0,4.0,469.0,50.0,36.0,45.0,0.0,131.0,600.0,41.6
80,01J,Fulton,2848.0,183.0,610.0,224.0,12.0,1029.0,53.0,135.0,91.0,4.0,283.0,1312.0,46.1
79,01I,Fulton,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
78,01H,Fulton,896.0,48.0,171.0,85.0,4.0,308.0,17.0,33.0,32.0,3.0,85.0,393.0,43.9
77,01G,Fulton,2312.0,120.0,664.0,251.0,2.0,1037.0,26.0,111.0,40.0,2.0,179.0,1216.0,52.6
76,01F,Fulton,1593.0,104.0,217.0,92.0,6.0,419.0,18.0,49.0,16.0,0.0,83.0,502.0,31.5
75,01E,Fulton,3720.0,106.0,1438.0,733.0,0.0,2277.0,31.0,220.0,92.0,1.0,344.0,2621.0,70.5
74,01D,Fulton,754.0,21.0,255.0,101.0,8.0,385.0,9.0,33.0,16.0,0.0,58.0,443.0,58.8
73,01C,Fulton,1908.0,165.0,323.0,128.0,0.0,616.0,36.0,53.0,37.0,0.0,126.0,742.0,38.9
72,01B,Fulton,4327.0,243.0,1675.0,814.0,6.0,2738.0,67.0,259.0,101.0,0.0,427.0,3165.0,73.1
71,01A,Fulton,3694.0,170.0,1520.0,668.0,19.0,2377.0,29.0,241.0,74.0,6.0,350.0,2727.0,73.8
90,02E,Fulton,2009.0,104.0,821.0,431.0,0.0,1356.0,25.0,109.0,37.0,0.0,171.0,1527.0,76.0
114,03P2,Fulton,23.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,30.4
91,02F1,Fulton,3221.0,100.0,1199.0,680.0,5.0,1984.0,31.0,160.0,81.0,1.0,273.0,2257.0,70.1
93,02G,Fulton,3895.0,176.0,1508.0,706.0,3.0,2393.0,65.0,231.0,73.0,3.0,372.0,2765.0,71.0
112,03N,Fulton,2804.0,191.0,386.0,118.0,19.0,714.0,39.0,84.0,32.0,4.0,159.0,873.0,31.1
111,03M,Fulton,965.0,149.0,229.0,75.0,2.0,455.0,29.0,33.0,15.0,0.0,77.0,532.0,55.1
110,03L,Fulton,748.0,46.0,71.0,27.0,0.0,144.0,24.0,24.0,14.0,0.0,62.0,206.0,27.5
109,03I,Fulton,1607.0,90.0,320.0,109.0,18.0,537.0,18.0,43.0,16.0,3.0,80.0,617.0,38.4
108,03H,Fulton,1091.0,72.0,171.0,70.0,1.0,314.0,16.0,45.0,20.0,0.0,81.0,395.0,36.2
107,03G,Fulton,1033.0,72.0,118.0,28.0,4.0,222.0,11.0,33.0,16.0,0.0,60.0,282.0,27.3
106,03F,Fulton,2328.0,114.0,767.0,326.0,3.0,1210.0,38.0,142.0,50.0,0.0,230.0,1440.0,61.9
105,03E,Fulton,2894.0,224.0,398.0,163.0,31.0,816.0,82.0,87.0,57.0,12.0,238.0,1054.0,36.4
104,03D,Fulton,1235.0,72.0,183.0,73.0,18.0,346.0,16.0,41.0,32.0,4.0,93.0,439.0,35.5
103,03C,Fulton,1879.0,109.0,273.0,150.0,7.0,539.0,35.0,67.0,73.0,0.0,175.0,714.0,38.0
102,03B,Fulton,777.0,50.0,80.0,47.0,0.0,177.0,11.0,20.0,14.0,0.0,45.0,222.0,28.6
101,03A,Fulton,2230.0,113.0,314.0,155.0,12.0,594.0,30.0,76.0,70.0,8.0,184.0,778.0,34.9
100,02W,Fulton,978.0,54.0,354.0,125.0,0.0,533.0,13.0,60.0,12.0,0.0,85.0,618.0,63.2
99,02S,Fulton,790.0,43.0,264.0,113.0,0.0,420.0,10.0,21.0,20.0,0.0,51.0,471.0,59.6
98,02L2,Fulton,2249.0,111.0,782.0,333.0,5.0,1231.0,31.0,140.0,58.0,1.0,230.0,1461.0,65.0
97,02L1A,Fulton,1477.0,75.0,507.0,80.0,4.0,666.0,17.0,94.0,14.0,1.0,126.0,792.0,53.6
96,02L1,Fulton,5546.0,203.0,1912.0,1141.0,8.0,3264.0,55.0,364.0,237.0,3.0,659.0,3923.0,70.7
95,02K,Fulton,1461.0,47.0,568.0,265.0,0.0,880.0,16.0,86.0,34.0,0.0,136.0,1016.0,69.5
94,02J,Fulton,2273.0,97.0,809.0,398.0,11.0,1315.0,24.0,137.0,69.0,1.0,231.0,1546.0,68.0
92,02F2,Fulton,851.0,47.0,242.0,110.0,2.0,401.0,12.0,35.0,26.0,3.0,76.0,477.0,56.1
447,UC01B,Fulton,428.0,28.0,119.0,23.0,3.0,173.0,7.0,26.0,6.0,3.0,42.0,215.0,50.2
210,11C,Fulton,3149.0,136.0,1097.0,454.0,11.0,1698.0,27.0,249.0,111.0,0.0,387.0,2085.0,66.2
445,SS31,Fulton,1703.0,75.0,551.0,308.0,0.0,934.0,14.0,180.0,69.0,0.0,263.0,1197.0,70.3
393,SC17C,Fulton,1293.0,60.0,398.0,135.0,0.0,593.0,15.0,100.0,47.0,0.0,162.0,755.0,58.4
159,07D,Fulton,4879.0,266.0,1495.0,591.0,20.0,2372.0,85.0,439.0,130.0,5.0,659.0,3031.0,62.1
158,07C,Fulton,4512.0,232.0,1141.0,913.0,14.0,2300.0,54.0,339.0,244.0,0.0,637.0,2937.0,65.1
157,07B,Fulton,2952.0,160.0,1019.0,569.0,1.0,1749.0,56.0,316.0,137.0,0.0,509.0,2258.0,76.5
156,07A,Fulton,7691.0,466.0,2284.0,1184.0,16.0,3950.0,145.0,646.0,253.0,7.0,1051.0,5001.0,65.0
155,06R,Fulton,2015.0,62.0,627.0,364.0,1.0,1054.0,19.0,151.0,58.0,1.0,229.0,1283.0,63.7
394,SC18A,Fulton,570.0,29.0,180.0,94.0,0.0,303.0,13.0,41.0,21.0,0.0,75.0,378.0,66.3
395,SC18B,Fulton,915.0,32.0,372.0,120.0,0.0,524.0,10.0,93.0,38.0,0.0,141.0,665.0,72.7
396,SC18C,Fulton,2100.0,61.0,832.0,299.0,0.0,1192.0,21.0,185.0,105.0,0.0,311.0,1503.0,71.6
397,SC19A,Fulton,213.0,3.0,69.0,30.0,1.0,103.0,4.0,15.0,17.0,0.0,36.0,139.0,65.3
398,SC19B,Fulton,1628.0,108.0,354.0,155.0,8.0,625.0,32.0,76.0,66.0,2.0,176.0,801.0,49.2
399,SC20,Fulton,2562.0,90.0,1232.0,292.0,21.0,1635.0,24.0,257.0,69.0,8.0,358.0,1993.0,77.8
400,SC211,Fulton,1828.0,87.0,680.0,226.0,0.0,993.0,19.0,156.0,73.0,0.0,248.0,1241.0,67.9
401,SC212,Fulton,4244.0,219.0,1440.0,462.0,8.0,2129.0,50.0,317.0,141.0,3.0,511.0,2640.0,62.2
402,SC23A,Fulton,3854.0,281.0,915.0,500.0,7.0,1703.0,60.0,226.0,131.0,2.0,419.0,2122.0,55.1
403,SC23B,Fulton,557.0,40.0,143.0,60.0,0.0,243.0,16.0,26.0,51.0,2.0,95.0,338.0,60.7
404,SC23C,Fulton,2606.0,173.0,703.0,288.0,2.0,1166.0,48.0,170.0,100.0,0.0,318.0,1484.0,56.9
405,SC27,Fulton,2361.0,128.0,589.0,325.0,0.0,1042.0,34.0,143.0,133.0,0.0,310.0,1352.0,57.3
406,SC29A,Fulton,3154.0,215.0,771.0,401.0,9.0,1396.0,58.0,196.0,127.0,1.0,382.0,1778.0,56.4
407,SC30A,Fulton,157.0,4.0,38.0,45.0,5.0,92.0,1.0,7.0,11.0,1.0,20.0,112.0,71.3
408,SC30B,Fulton,1110.0,47.0,289.0,111.0,0.0,447.0,15.0,67.0,33.0,0.0,115.0,562.0,50.6
409,SS01,Fulton,4846.0,204.0,1617.0,973.0,4.0,2798.0,74.0,481.0,244.0,2.0,801.0,3599.0,74.3
446,UC01A,Fulton,4234.0,274.0,987.0,267.0,11.0,1539.0,62.0,253.0,79.0,1.0,395.0,1934.0,45.7
411,SS02B,Fulton,1318.0,61.0,443.0,205.0,3.0,712.0,17.0,103.0,30.0,2.0,152.0,864.0,65.6
412,SS03,Fulton,1577.0,80.0,566.0,281.0,4.0,931.0,37.0,161.0,52.0,0.0,250.0,1181.0,74.9
160,07E,Fulton,2247.0,79.0,688.0,504.0,5.0,1276.0,20.0,193.0,111.0,2.0,326.0,1602.0,71.3
413,SS04,Fulton,3763.0,207.0,1212.0,601.0,16.0,2036.0,73.0,302.0,154.0,2.0,531.0,2567.0,68.2
161,07F,Fulton,3790.0,206.0,1246.0,623.0,26.0,2101.0,55.0,328.0,137.0,4.0,524.0,2625.0,69.3
163,07J,Fulton,3041.0,164.0,1029.0,513.0,11.0,1717.0,55.0,228.0,108.0,2.0,393.0,2110.0,69.4
185,09E,Fulton,3261.0,223.0,775.0,242.0,1.0,1241.0,57.0,180.0,69.0,1.0,307.0,1548.0,47.5
184,09D,Fulton,2299.0,175.0,314.0,211.0,6.0,706.0,51.0,119.0,70.0,2.0,242.0,948.0,41.2
183,09C,Fulton,3353.0,210.0,687.0,309.0,24.0,1230.0,60.0,168.0,125.0,3.0,356.0,1586.0,47.3
182,09B,Fulton,464.0,22.0,52.0,40.0,0.0,114.0,7.0,25.0,24.0,0.0,56.0,170.0,36.6
181,09A,Fulton,3856.0,164.0,1430.0,533.0,9.0,2136.0,51.0,310.0,104.0,0.0,465.0,2601.0,67.5
180,08P,Fulton,1887.0,111.0,582.0,225.0,5.0,923.0,31.0,106.0,24.0,3.0,164.0,1087.0,57.6
179,08N2,Fulton,1616.0,67.0,499.0,298.0,2.0,866.0,18.0,128.0,85.0,0.0,231.0,1097.0,67.9
178,08N1,Fulton,824.0,24.0,299.0,140.0,1.0,464.0,12.0,94.0,35.0,1.0,142.0,606.0,73.5
177,08M,Fulton,2295.0,130.0,741.0,335.0,2.0,1208.0,56.0,270.0,86.0,1.0,413.0,1621.0,70.6
176,08L,Fulton,4505.0,202.0,1467.0,765.0,17.0,2451.0,82.0,379.0,141.0,4.0,606.0,3057.0,67.9
