,Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,calc_participation
960,Coopers,Baldwin,1574.0,249.0,406.0,150.0,0.0,805.0,72.0,138.0,25.0,0.0,235.0,1040.0,66.1
2160,Columbia,Banks,363.0,48.0,129.0,29.0,1.0,207.0,19.0,36.0,4.0,0.0,59.0,266.0,73.3
2165,Homer,Banks,1544.0,144.0,521.0,113.0,0.0,778.0,41.0,163.0,29.0,1.0,234.0,1012.0,65.5
2164,Hollingsworth,Banks,667.0,71.0,231.0,67.0,1.0,370.0,13.0,65.0,10.0,0.0,88.0,458.0,68.7
2163,Grove River,Banks,600.0,72.0,184.0,56.0,0.0,312.0,21.0,48.0,12.0,0.0,81.0,393.0,65.5
2162,Golden Hill,Banks,1008.0,106.0,279.0,74.0,2.0,461.0,30.0,74.0,18.0,0.0,122.0,583.0,57.8
2156,Anderson,Banks,1533.0,175.0,467.0,111.0,0.0,753.0,41.0,119.0,27.0,1.0,188.0,941.0,61.4
2166,Poplar Springs,Banks,1775.0,183.0,559.0,160.0,1.0,903.0,53.0,187.0,39.0,0.0,279.0,1182.0,66.6
2157,Baldwin,Banks,876.0,88.0,274.0,126.0,0.0,488.0,10.0,67.0,27.0,0.0,104.0,592.0,67.6
2158,Berlin,Banks,415.0,35.0,166.0,31.0,1.0,233.0,9.0,36.0,2.0,0.0,47.0,280.0,67.5
2159,Bushville,Banks,816.0,87.0,232.0,40.0,1.0,360.0,34.0,73.0,18.0,0.0,125.0,485.0,59.4
2161,Davids,Banks,1977.0,205.0,622.0,144.0,3.0,974.0,51.0,150.0,33.0,1.0,235.0,1209.0,61.2
2168,Wilmonts,Banks,620.0,59.0,212.0,52.0,0.0,323.0,19.0,46.0,10.0,0.0,75.0,398.0,64.2
2167,Washington,Banks,704.0,69.0,244.0,59.0,0.0,372.0,18.0,71.0,7.0,1.0,97.0,469.0,66.6
1137,04 Covenant Life Sanctuary,Barrow,4012.0,443.0,1137.0,405.0,0.0,1985.0,105.0,272.0,72.0,0.0,449.0,2434.0,60.7
1141,16 The Church at Winder,Barrow,10348.0,1053.0,3125.0,1143.0,4.0,5325.0,288.0,811.0,232.0,0.0,1331.0,6656.0,64.3
1140,13 Winder Community Center,Barrow,9393.0,819.0,2679.0,947.0,0.0,4445.0,195.0,665.0,187.0,0.0,1047.0,5492.0,58.5
1139,08 First Baptist Church Winder,Barrow,7009.0,709.0,2365.0,752.0,0.0,3826.0,159.0,589.0,140.0,0.0,888.0,4714.0,67.3
1138,05 Fire Station 1 (Statham),Barrow,8336.0,927.0,2738.0,995.0,0.0,4660.0,229.0,625.0,175.0,0.0,1029.0,5689.0,68.2
1136,03 Hmong New Hope Alliance Church,Barrow,6364.0,868.0,1664.0,690.0,1.0,3223.0,187.0,403.0,118.0,0.0,708.0,3931.0,61.8
1135,02 Bethlehem Church - 211,Barrow,6784.0,700.0,2365.0,897.0,1.0,3963.0,172.0,550.0,142.0,0.0,864.0,4827.0,71.2
1134,01 Bethlehem Community Center,Barrow,3359.0,463.0,979.0,335.0,0.0,1777.0,112.0,241.0,65.0,0.0,418.0,2195.0,65.3
2116,Kingston,Bartow,2674.0,550.0,588.0,263.0,0.0,1401.0,165.0,172.0,49.0,0.0,386.0,1787.0,66.8
2120,White,Bartow,2723.0,579.0,678.0,288.0,1.0,1546.0,126.0,156.0,38.0,0.0,320.0,1866.0,68.5
2121,Zena Drive,Bartow,6431.0,591.0,1592.0,691.0,5.0,2879.0,159.0,368.0,145.0,1.0,673.0,3552.0,55.2
2122,Woodland,Bartow,1865.0,289.0,506.0,225.0,1.0,1021.0,63.0,104.0,46.0,0.0,213.0,1234.0,66.2
2118,Pine Log,Bartow,2132.0,577.0,446.0,225.0,0.0,1248.0,116.0,110.0,34.0,0.0,260.0,1508.0,70.7
2115,Hamilton Crossing,Bartow,6598.0,713.0,2115.0,476.0,1.0,3305.0,145.0,476.0,105.0,0.0,726.0,4031.0,61.1
2119,Taylorsville,Bartow,2829.0,627.0,667.0,264.0,0.0,1558.0,189.0,172.0,56.0,0.0,417.0,1975.0,69.8
2117,Mission Road,Bartow,4012.0,416.0,1280.0,470.0,2.0,2168.0,96.0,260.0,107.0,1.0,464.0,2632.0,65.6
2113,Euharlee,Bartow,5322.0,805.0,1611.0,524.0,0.0,2940.0,194.0,369.0,114.0,1.0,678.0,3618.0,68.0
2112,Emerson,Bartow,3122.0,540.0,720.0,352.0,0.0,1612.0,126.0,146.0,60.0,1.0,333.0,1945.0,62.3
2111,Center,Bartow,4007.0,636.0,1200.0,503.0,0.0,2339.0,138.0,248.0,87.0,2.0,475.0,2814.0,70.2
2110,Cassville,Bartow,4588.0,437.0,1317.0,849.0,4.0,2607.0,105.0,292.0,181.0,0.0,578.0,3185.0,69.4
2109,Cartersville West,Bartow,8129.0,645.0,2902.0,1117.0,1.0,4665.0,131.0,562.0,207.0,0.0,900.0,5565.0,68.5
2108,Cartersville East,Bartow,6805.0,652.0,1919.0,863.0,0.0,3434.0,154.0,419.0,187.0,1.0,761.0,4195.0,61.6
2107,Allatoona,Bartow,4729.0,545.0,1126.0,441.0,0.0,2112.0,119.0,277.0,79.0,0.0,475.0,2587.0,54.7
2106,Adairsville,Bartow,6995.0,754.0,2207.0,685.0,2.0,3648.0,177.0,586.0,136.0,0.0,899.0,4547.0,65.0
2114,Folsom,Bartow,1448.0,349.0,325.0,130.0,0.0,804.0,80.0,66.0,16.0,0.0,162.0,966.0,66.7
1536,West,Ben Hill,5898.0,357.0,2081.0,542.0,0.0,2980.0,97.0,659.0,126.0,0.0,882.0,3862.0,65.5
1535,East,Ben Hill,3956.0,205.0,1065.0,343.0,0.0,1613.0,89.0,418.0,108.0,0.0,615.0,2228.0,56.3
702,Alapaha,Berrien,1140.0,234.0,231.0,76.0,0.0,541.0,120.0,88.0,25.0,0.0,233.0,774.0,67.9
701,Enigma,Berrien,1111.0,264.0,205.0,69.0,3.0,541.0,77.0,43.0,20.0,0.0,140.0,681.0,61.3
700,Nashville,Berrien,6079.0,496.0,2024.0,486.0,2.0,3008.0,136.0,633.0,83.0,0.0,852.0,3860.0,63.5
699,Ray City,Berrien,1946.0,321.0,527.0,162.0,1.0,1011.0,77.0,127.0,26.0,0.0,230.0,1241.0,63.8
698,West Berrien,Berrien,999.0,250.0,226.0,81.0,0.0,557.0,87.0,58.0,25.0,1.0,171.0,728.0,72.9
1154,Godfrey 2,Bibb,2158.0,163.0,266.0,210.0,1.0,640.0,62.0,96.0,55.0,0.0,213.0,853.0,39.5
1152,East Macon 5,Bibb,2552.0,256.0,502.0,403.0,0.0,1161.0,100.0,200.0,115.0,2.0,417.0,1578.0,61.8
1151,East Macon 4,Bibb,2280.0,270.0,385.0,374.0,6.0,1035.0,98.0,125.0,79.0,0.0,302.0,1337.0,58.6
1149,East Macon 2,Bibb,3932.0,340.0,745.0,571.0,3.0,1659.0,129.0,268.0,192.0,3.0,592.0,2251.0,57.2
1148,East Macon 1,Bibb,2108.0,170.0,286.0,260.0,4.0,720.0,66.0,87.0,62.0,2.0,217.0,937.0,44.4
1153,Godfrey 1,Bibb,6283.0,487.0,1190.0,780.0,6.0,2463.0,142.0,347.0,212.0,0.0,701.0,3164.0,50.4
1150,East Macon 3,Bibb,3494.0,301.0,765.0,526.0,5.0,1597.0,111.0,219.0,124.0,2.0,456.0,2053.0,58.8
1166,Howard 5,Bibb,2272.0,305.0,550.0,253.0,1.0,1109.0,88.0,150.0,40.0,3.0,281.0,1390.0,61.2
1169,Rutland 1,Bibb,5704.0,874.0,1547.0,810.0,3.0,3234.0,258.0,459.0,169.0,0.0,886.0,4120.0,72.2
1156,Godfrey 4,Bibb,2231.0,189.0,282.0,214.0,1.0,686.0,83.0,93.0,67.0,1.0,244.0,930.0,41.7
1155,Godfrey 3,Bibb,3292.0,271.0,567.0,350.0,6.0,1194.0,135.0,188.0,108.0,0.0,431.0,1625.0,49.4
1168,Howard 7,Bibb,2897.0,378.0,910.0,511.0,2.0,1801.0,108.0,184.0,91.0,0.0,383.0,2184.0,75.4
1159,Hazzard 2,Bibb,4173.0,663.0,1008.0,508.0,4.0,2183.0,183.0,245.0,105.0,3.0,536.0,2719.0,65.2
1167,Howard 6,Bibb,2213.0,234.0,668.0,344.0,10.0,1256.0,80.0,163.0,49.0,2.0,294.0,1550.0,70.0
1170,Rutland 2,Bibb,3409.0,636.0,794.0,388.0,4.0,1822.0,190.0,242.0,84.0,2.0,518.0,2340.0,68.6
1171,Vineville 1,Bibb,3572.0,363.0,824.0,537.0,4.0,1728.0,89.0,185.0,99.0,0.0,373.0,2101.0,58.8
1172,Vineville 2,Bibb,2067.0,233.0,390.0,332.0,1.0,956.0,64.0,108.0,59.0,0.0,231.0,1187.0,57.4
1173,Vineville 3,Bibb,3127.0,247.0,562.0,423.0,4.0,1236.0,96.0,225.0,128.0,0.0,449.0,1685.0,53.9
1157,Godfrey 5,Bibb,4761.0,515.0,846.0,536.0,2.0,1899.0,160.0,304.0,161.0,2.0,627.0,2526.0,53.1
1174,Vineville 4,Bibb,4097.0,418.0,782.0,509.0,8.0,1717.0,158.0,236.0,133.0,1.0,528.0,2245.0,54.8
1176,Vineville 6,Bibb,3021.0,395.0,775.0,524.0,4.0,1698.0,84.0,150.0,78.0,3.0,315.0,2013.0,66.6
1177,Warrior 1,Bibb,2617.0,549.0,568.0,330.0,4.0,1451.0,166.0,176.0,70.0,0.0,412.0,1863.0,71.2
1178,Warrior 2,Bibb,3232.0,485.0,933.0,411.0,5.0,1834.0,158.0,272.0,74.0,1.0,505.0,2339.0,72.4
1160,Hazzard 3,Bibb,7068.0,606.0,1716.0,1005.0,12.0,3339.0,187.0,579.0,218.0,4.0,988.0,4327.0,61.2
1161,Hazzard 4,Bibb,4745.0,621.0,1450.0,766.0,5.0,2842.0,178.0,410.0,150.0,0.0,738.0,3580.0,75.4
1162,Howard 1,Bibb,3436.0,392.0,1038.0,713.0,3.0,2146.0,89.0,240.0,103.0,0.0,432.0,2578.0,75.0
1163,Howard 2,Bibb,3394.0,443.0,1029.0,637.0,4.0,2113.0,81.0,262.0,88.0,1.0,432.0,2545.0,75.0
1164,Howard 3,Bibb,6397.0,710.0,1906.0,1062.0,2.0,3680.0,170.0,426.0,154.0,2.0,752.0,4432.0,69.3
1165,Howard 4,Bibb,1711.0,183.0,502.0,265.0,1.0,951.0,60.0,123.0,40.0,0.0,223.0,1174.0,68.6
1175,Vineville 5,Bibb,2359.0,286.0,717.0,399.0,1.0,1403.0,61.0,154.0,57.0,1.0,273.0,1676.0,71.0
1158,Hazzard 1,Bibb,3377.0,346.0,617.0,431.0,4.0,1398.0,143.0,203.0,106.0,1.0,453.0,1851.0,54.8
1946,Fairground,Bleckley,0.0,951.0,2483.0,793.0,2.0,4229.0,241.0,690.0,155.0,0.0,1086.0,5315.0,
935,Waynesville,Brantley,4286.0,637.0,1024.0,222.0,3.0,1886.0,172.0,269.0,43.0,0.0,484.0,2370.0,55.3
933,Hoboken,Brantley,3394.0,450.0,917.0,218.0,0.0,1585.0,163.0,334.0,54.0,0.0,551.0,2136.0,62.9
934,Nahunta,Brantley,4208.0,394.0,1271.0,224.0,4.0,1893.0,130.0,411.0,58.0,0.0,599.0,2492.0,59.2
1247,Quitman,Brooks,4117.0,276.0,825.0,454.0,0.0,1555.0,86.0,286.0,132.0,1.0,505.0,2060.0,50.0
1248,Barwick,Brooks,350.0,73.0,59.0,36.0,0.0,168.0,30.0,20.0,16.0,1.0,67.0,235.0,67.1
1249,Dixie,Brooks,1066.0,121.0,214.0,157.0,0.0,492.0,54.0,90.0,42.0,1.0,187.0,679.0,63.7
1250,Briggs,Brooks,2317.0,313.0,540.0,196.0,0.0,1049.0,98.0,175.0,46.0,0.0,319.0,1368.0,59.0
1251,Nankin,Brooks,735.0,120.0,168.0,48.0,0.0,336.0,46.0,58.0,16.0,0.0,120.0,456.0,62.0
1252,Morven,Brooks,1962.0,263.0,441.0,204.0,0.0,908.0,108.0,154.0,55.0,0.0,317.0,1225.0,62.4
1253,Pavo,Brooks,607.0,138.0,105.0,69.0,0.0,312.0,49.0,28.0,13.0,0.0,90.0,402.0,66.2
1502,RH Rec Complex,Bryan,3264.0,256.0,1006.0,319.0,1.0,1582.0,54.0,225.0,68.0,0.0,347.0,1929.0,59.1
1504,Keller,Bryan,4270.0,339.0,1920.0,451.0,0.0,2710.0,58.0,297.0,77.0,0.0,432.0,3142.0,73.6
1505,Hwy 144 East,Bryan,5365.0,378.0,2270.0,606.0,1.0,3255.0,55.0,391.0,80.0,0.0,526.0,3781.0,70.5
1506,Public Safety Complex,Bryan,2570.0,255.0,778.0,232.0,1.0,1266.0,44.0,187.0,38.0,0.0,269.0,1535.0,59.7
1501,Ways Station,Bryan,1974.0,195.0,577.0,199.0,1.0,972.0,47.0,135.0,47.0,0.0,229.0,1201.0,60.8
1500,Black Creek,Bryan,2995.0,335.0,840.0,208.0,1.0,1384.0,86.0,207.0,46.0,0.0,339.0,1723.0,57.5
1499,Ellabell,Bryan,2341.0,314.0,743.0,175.0,1.0,1233.0,114.0,147.0,28.0,0.0,289.0,1522.0,65.0
1498,Danielsiding,Bryan,2291.0,225.0,849.0,250.0,0.0,1324.0,51.0,155.0,51.0,0.0,257.0,1581.0,69.0
1497,Pembroke,Bryan,2653.0,275.0,775.0,172.0,0.0,1222.0,62.0,225.0,47.0,0.0,334.0,1556.0,58.7
1503,JF Gregory Park,Bryan,2885.0,154.0,1328.0,334.0,0.0,1816.0,32.0,233.0,46.0,0.0,311.0,2127.0,73.7
1754,Hagin,Bulloch,2403.0,428.0,517.0,284.0,3.0,1232.0,135.0,158.0,65.0,1.0,359.0,1591.0,66.2
1755,Brooklet,Bulloch,3351.0,635.0,950.0,332.0,2.0,1919.0,147.0,229.0,57.0,1.0,434.0,2353.0,70.2
1756,Stilson,Bulloch,2137.0,529.0,400.0,182.0,1.0,1112.0,127.0,96.0,33.0,0.0,256.0,1368.0,64.0
1750,Church,Bulloch,5793.0,601.0,1487.0,823.0,5.0,2916.0,159.0,366.0,175.0,1.0,701.0,3617.0,62.4
1758,Nevils,Bulloch,1299.0,333.0,230.0,127.0,1.0,691.0,86.0,74.0,25.0,0.0,185.0,876.0,67.4
1759,Sinkhole,Bulloch,488.0,172.0,57.0,59.0,0.0,288.0,34.0,20.0,7.0,0.0,61.0,349.0,71.5
1760,Register,Bulloch,969.0,215.0,158.0,91.0,0.0,464.0,65.0,51.0,29.0,1.0,146.0,610.0,63.0
1757,Bay,Bulloch,1610.0,447.0,319.0,137.0,0.0,903.0,131.0,77.0,26.0,0.0,234.0,1137.0,70.6
1753,Blitch,Bulloch,1947.0,392.0,561.0,273.0,1.0,1227.0,98.0,118.0,30.0,2.0,248.0,1475.0,75.8
1749,Fair,Bulloch,6335.0,606.0,1970.0,798.0,8.0,3382.0,134.0,485.0,131.0,1.0,751.0,4133.0,65.2
1746,Emit,Bulloch,3360.0,553.0,970.0,399.0,1.0,1923.0,121.0,203.0,73.0,1.0,398.0,2321.0,69.1
1745,Lockhart,Bulloch,720.0,211.0,116.0,70.0,0.0,397.0,67.0,37.0,10.0,1.0,115.0,512.0,71.1
1751,Pittman Park,Bulloch,5279.0,629.0,1202.0,431.0,1.0,2263.0,121.0,231.0,54.0,1.0,407.0,2670.0,50.6
1752,Leefield,Bulloch,1000.0,326.0,176.0,87.0,1.0,590.0,62.0,56.0,14.0,0.0,132.0,722.0,72.2
1747,Statesboro,Bulloch,6312.0,607.0,1637.0,768.0,11.0,3023.0,179.0,426.0,158.0,2.0,765.0,3788.0,60.0
1748,Portal,Bulloch,1735.0,409.0,283.0,169.0,0.0,861.0,107.0,82.0,59.0,0.0,248.0,1109.0,63.9
2077,Gough,Burke,434.0,71.0,67.0,76.0,0.0,214.0,14.0,27.0,29.0,0.0,70.0,284.0,65.4
2076,Girard,Burke,733.0,127.0,91.0,95.0,0.0,313.0,61.0,34.0,16.0,0.0,111.0,424.0,57.8
2074,Alexander,Burke,389.0,63.0,53.0,69.0,0.0,185.0,44.0,17.0,10.0,0.0,71.0,256.0,65.8
2079,Keysville,Burke,476.0,117.0,40.0,38.0,0.0,195.0,41.0,9.0,7.0,0.0,57.0,252.0,52.9
2080,Midville,Burke,492.0,118.0,35.0,57.0,0.0,210.0,41.0,7.0,11.0,0.0,59.0,269.0,54.7
2084,Telfair,Burke,1121.0,168.0,211.0,142.0,0.0,521.0,47.0,69.0,13.0,0.0,129.0,650.0,58.0
2085,St Clair,Burke,442.0,75.0,82.0,66.0,0.0,223.0,29.0,32.0,9.0,0.0,70.0,293.0,66.3
2086,Vidette,Burke,313.0,71.0,26.0,39.0,0.0,136.0,39.0,11.0,12.0,0.0,62.0,198.0,63.3
2087,North Waynesboro,Burke,2949.0,237.0,584.0,434.0,0.0,1255.0,97.0,190.0,97.0,0.0,384.0,1639.0,55.6
2081,Munnerlyn,Burke,299.0,55.0,49.0,28.0,0.0,132.0,21.0,18.0,3.0,0.0,42.0,174.0,58.2
2082,Sardis,Burke,1049.0,233.0,126.0,73.0,0.0,432.0,78.0,47.0,19.0,0.0,144.0,576.0,54.9
2078,Greenscut,Burke,1036.0,169.0,237.0,106.0,0.0,512.0,49.0,62.0,15.0,0.0,126.0,638.0,61.6
2083,Scotts Crossroads,Burke,294.0,52.0,40.0,29.0,0.0,121.0,15.0,15.0,9.0,0.0,39.0,160.0,54.4
2075,Four Points,Burke,2558.0,394.0,528.0,224.0,0.0,1146.0,156.0,164.0,56.0,0.0,376.0,1522.0,59.5
2088,South Waynesboro,Burke,3290.0,323.0,1011.0,364.0,0.0,1698.0,97.0,272.0,77.0,0.0,446.0,2144.0,65.2
2089,Blakeney,Burke,681.0,72.0,154.0,59.0,0.0,285.0,28.0,41.0,17.0,0.0,86.0,371.0,54.5
1682,Butts County Admin Bldg,Butts,17154.0,881.0,6166.0,1566.0,3.0,8616.0,255.0,1758.0,418.0,0.0,2431.0,11047.0,64.4
1558,Leary,Calhoun,721.0,124.0,144.0,110.0,0.0,378.0,31.0,40.0,25.0,0.0,96.0,474.0,65.7
1562,Arlington,Calhoun,684.0,100.0,120.0,111.0,0.0,331.0,31.0,47.0,28.0,0.0,106.0,437.0,63.9
1561,Edison-Arlington,Calhoun,594.0,81.0,124.0,61.0,0.0,266.0,31.0,46.0,25.0,0.0,102.0,368.0,62.0
1559,Morgan,Calhoun,662.0,75.0,181.0,92.0,0.0,348.0,27.0,54.0,25.0,0.0,106.0,454.0,68.6
1560,Edison,Calhoun,523.0,73.0,100.0,42.0,0.0,215.0,19.0,21.0,23.0,0.0,63.0,278.0,53.2
792,Waverly,Camden,1530.0,252.0,436.0,236.0,0.0,924.0,67.0,117.0,57.0,0.0,241.0,1165.0,76.1
793,Woodbine,Camden,1973.0,229.0,510.0,208.0,1.0,948.0,98.0,167.0,56.0,0.0,321.0,1269.0,64.3
802,South St Marys,Camden,2139.0,196.0,704.0,341.0,1.0,1242.0,55.0,154.0,44.0,1.0,254.0,1496.0,69.9
803,Mush Bluff,Camden,2816.0,315.0,907.0,320.0,1.0,1543.0,71.0,232.0,71.0,0.0,374.0,1917.0,68.1
795,Harrietts Bluff,Camden,1834.0,318.0,549.0,190.0,0.0,1057.0,76.0,156.0,31.0,1.0,264.0,1321.0,72.0
794,Browntown,Camden,698.0,104.0,170.0,71.0,0.0,345.0,23.0,53.0,17.0,0.0,93.0,438.0,62.8
801,St Marys,Camden,3218.0,368.0,895.0,341.0,0.0,1604.0,103.0,214.0,66.0,0.0,383.0,1987.0,61.7
800,North St Marys,Camden,2095.0,189.0,385.0,149.0,1.0,724.0,53.0,116.0,25.0,0.0,194.0,918.0,43.8
799,East Kingsland,Camden,6866.0,532.0,2248.0,723.0,0.0,3503.0,132.0,486.0,132.0,0.0,750.0,4253.0,61.9
798,Kingsland,Camden,2274.0,210.0,590.0,178.0,0.0,978.0,41.0,151.0,44.0,0.0,236.0,1214.0,53.4
791,Tarboro,Camden,979.0,187.0,188.0,102.0,0.0,477.0,62.0,72.0,15.0,0.0,149.0,626.0,63.9
797,North Kingsland,Camden,2599.0,236.0,687.0,237.0,0.0,1160.0,65.0,191.0,66.0,0.0,322.0,1482.0,57.0
796,West Kingsland,Camden,2782.0,295.0,877.0,241.0,0.0,1413.0,70.0,244.0,41.0,0.0,355.0,1768.0,63.6
804,West St Marys,Camden,3147.0,225.0,1232.0,574.0,0.0,2031.0,38.0,264.0,75.0,0.0,377.0,2408.0,76.5
1579,Jack Strickland Comm Center,Candler,6300.0,461.0,2199.0,518.0,1.0,3179.0,142.0,630.0,175.0,0.0,947.0,4126.0,65.5
1998,Bowdon Junction,Carroll,1547.0,227.0,374.0,116.0,0.0,717.0,55.0,111.0,33.0,0.0,199.0,916.0,59.2
1995,Mt Zion,Carroll,2641.0,542.0,601.0,211.0,0.0,1354.0,138.0,156.0,36.0,0.0,330.0,1684.0,63.8
1996,Burwell,Carroll,1564.0,337.0,370.0,143.0,0.0,850.0,91.0,78.0,24.0,2.0,195.0,1045.0,66.8
2000,Fairfield,Carroll,3867.0,773.0,1121.0,460.0,0.0,2354.0,175.0,228.0,51.0,0.0,454.0,2808.0,72.6
1997,Clem,Carroll,3695.0,410.0,1342.0,357.0,2.0,2111.0,121.0,314.0,65.0,0.0,500.0,2611.0,70.7
2001,Hulett,Carroll,2408.0,443.0,711.0,188.0,0.0,1342.0,105.0,173.0,38.0,0.0,316.0,1658.0,68.9
2012,Bonner,Carroll,3736.0,272.0,1269.0,328.0,2.0,1871.0,64.0,279.0,56.0,0.0,399.0,2270.0,60.8
2004,V R County North,Carroll,5472.0,537.0,1633.0,496.0,0.0,2666.0,136.0,371.0,107.0,0.0,614.0,3280.0,59.9
2005,Villa Rica City,Carroll,7250.0,587.0,1891.0,698.0,1.0,3177.0,161.0,588.0,146.0,0.0,895.0,4072.0,56.2
2006,Temple County,Carroll,4354.0,582.0,1177.0,326.0,4.0,2089.0,162.0,270.0,71.0,0.0,503.0,2592.0,59.5
2007,Temple City,Carroll,3700.0,564.0,924.0,267.0,3.0,1758.0,139.0,240.0,67.0,0.0,446.0,2204.0,59.6
2008,Whitesburg,Carroll,2190.0,461.0,505.0,169.0,0.0,1135.0,114.0,122.0,35.0,0.0,271.0,1406.0,64.2
2009,Roopville,Carroll,3200.0,544.0,905.0,250.0,3.0,1702.0,130.0,216.0,64.0,1.0,411.0,2113.0,66.0
2010,West Carrollton,Carroll,4380.0,317.0,1018.0,371.0,2.0,1708.0,84.0,254.0,76.0,0.0,414.0,2122.0,48.4
2011,Lakeshore Rec Center,Carroll,1671.0,117.0,506.0,178.0,1.0,802.0,30.0,126.0,20.0,0.0,176.0,978.0,58.5
1999,Tyus,Carroll,1920.0,430.0,422.0,144.0,1.0,997.0,135.0,118.0,33.0,0.0,286.0,1283.0,66.8
2013,University of W GA,Carroll,2164.0,224.0,631.0,181.0,2.0,1038.0,44.0,106.0,28.0,0.0,178.0,1216.0,56.2
