Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
SUGAR HILL B,Gwinnett,5596,565,1498,655,7,2725,214,565,290,8,1077,3802,
HOG MOUNTAIN A,Gwinnett,5011,472,1352,675,2,2501,161,443,226,0,830,3331,
HOG MOUNTAIN B,Gwinnett,4583,391,1244,696,4,2335,165,537,340,0,1042,3377,
ROCKYCREEK A,Gwinnett,5939,508,1810,688,3,3009,214,727,301,0,1242,4251,
CATES B,Gwinnett,1587,161,401,249,2,813,66,155,104,0,325,1138,
CATES C,Gwinnett,2903,259,834,454,0,1547,90,241,142,3,476,2023,
HOG MOUNTAIN D,Gwinnett,3179,284,810,449,2,1545,143,333,170,0,646,2191,
BERKSHIRE D,Gwinnett,2945,194,802,587,3,1586,71,272,199,1,543,2129,
BERKSHIRE E,Gwinnett,1997,166,560,317,1,1044,69,235,153,0,457,1501,
BERKSHIRE F,Gwinnett,2254,257,466,302,1,1026,94,116,119,0,329,1355,
CATES D,Gwinnett,3755,312,1054,604,1,1971,99,377,264,0,740,2711,
CATES E,Gwinnett,2942,253,835,553,2,1643,104,295,220,0,619,2262,
PINCKNEYVILLE E,Gwinnett,2184,263,463,250,7,983,82,124,72,2,280,1263,
PINCKNEYVILLE F,Gwinnett,2546,288,512,290,3,1093,61,169,105,0,335,1428,
DUNCANS D,Gwinnett,7153,636,2147,889,2,3674,252,841,432,0,1525,5199,
PINCKNEYVILLE H,Gwinnett,4536,403,1168,838,4,2413,155,423,346,0,924,3337,
BAYCREEK B,Gwinnett,5969,530,1762,743,6,3041,151,546,266,4,967,4008,
LAWRENCEVILLE C,Gwinnett,3037,321,787,384,1,1493,111,289,200,0,600,2093,
MARTINS D,Gwinnett,2402,288,422,260,1,971,72,141,97,1,311,1282,
ROCKBRIDGE B,Gwinnett,4177,340,1110,550,1,2001,99,357,184,0,640,2641,
GARNERS B,Gwinnett,3178,218,914,476,2,1610,81,318,193,1,593,2203,
CATES F,Gwinnett,1787,222,453,304,2,981,87,147,127,0,361,1342,
CATES G,Gwinnett,2875,218,864,530,0,1612,105,312,230,0,647,2259,
DULUTH B,Gwinnett,3551,302,727,608,3,1640,133,299,261,1,694,2334,
GARNERS C,Gwinnett,2030,187,552,273,2,1014,60,176,106,0,342,1356,
PINCKNEYVILLE I,Gwinnett,2635,264,550,282,1,1097,97,190,123,0,410,1507,
PINCKNEYVILLE J,Gwinnett,2613,265,596,230,3,1094,76,155,87,0,318,1412,
BERKSHIRE G,Gwinnett,2419,183,726,359,1,1269,86,302,165,0,553,1822,
CATES H,Gwinnett,3924,326,1016,475,2,1819,90,313,183,0,586,2405,
SUGAR HILL C,Gwinnett,5085,596,1404,649,1,2650,213,563,273,0,1049,3699,
SUGAR HILL D,Gwinnett,4624,380,1333,536,6,2255,124,553,195,1,873,3128,
DULUTH C,Gwinnett,2229,236,493,353,3,1085,90,176,155,1,422,1507,
DULUTH D,Gwinnett,5077,385,1203,664,10,2262,137,454,273,6,870,3132,
PINCKNEYVILLE K,Gwinnett,3754,392,792,418,8,1610,115,222,120,2,459,2069,
PINCKNEYVILLE N,Gwinnett,3819,460,890,418,5,1773,126,243,103,1,473,2246,
LAWRENCEVILLE D,Gwinnett,5012,469,1051,525,8,2053,127,288,164,4,583,2636,
LAWRENCEVILLE E,Gwinnett,2355,219,578,343,2,1142,90,190,177,0,457,1599,
PINCKNEYVILLE L,Gwinnett,2330,287,490,618,1,1396,98,203,233,0,534,1930,
PINCKNEYVILLE M,Gwinnett,2673,295,700,579,0,1574,130,247,208,0,585,2159,
GARNERS D,Gwinnett,3490,258,878,545,0,1681,74,304,190,0,568,2249,
BERKSHIRE H,Gwinnett,1987,203,397,254,4,858,55,115,115,0,285,1143,
PINCKNEYVILLE O,Gwinnett,3359,322,779,295,5,1401,74,241,125,1,441,1842,
PUCKETTS E,Gwinnett,5660,406,1564,688,2,2660,127,590,343,2,1062,3722,
CATES I,Gwinnett,3537,324,1018,560,0,1902,122,358,259,0,739,2641,
CATES J,Gwinnett,3478,318,925,579,3,1825,106,312,231,0,649,2474,
GOODWINS B,Gwinnett,3960,368,1057,568,1,1994,143,440,291,0,874,2868,
LAWRENCEVILLE F,Gwinnett,4061,363,1127,523,3,2016,104,343,179,0,626,2642,
MARTINS E,Gwinnett,6193,581,1284,554,6,2425,156,340,171,1,668,3093,
PINCKNEYVILLE P,Gwinnett,2185,261,479,398,2,1140,96,161,172,0,429,1569,
PINCKNEYVILLE Q,Gwinnett,1915,268,388,195,3,854,80,104,54,0,238,1092,
ROCKBRIDGE C,Gwinnett,5125,331,1575,812,5,2723,90,482,312,1,885,3608,
ROCKBRIDGE D,Gwinnett,3642,216,1141,569,5,1931,54,359,220,1,634,2565,
GOODWINS C,Gwinnett,5804,505,1319,830,1,2655,194,456,330,0,980,3635,
BAYCREEK K,Gwinnett,3824,220,1200,583,1,2004,94,394,243,0,731,2735,
CATES K,Gwinnett,2810,289,756,429,2,1476,114,282,182,0,578,2054,
BAYCREEK C,Gwinnett,6499,495,2055,872,2,3424,168,687,324,0,1179,4603,
CATES L,Gwinnett,4185,373,1166,607,3,2149,116,361,219,0,696,2845,
DULUTH E,Gwinnett,4814,467,1204,714,9,2394,145,431,221,0,797,3191,
GOODWINS D,Gwinnett,4406,517,997,581,5,2100,198,373,246,0,817,2917,
LAWRENCEVILLE G,Gwinnett,3046,274,783,385,1,1443,85,257,134,0,476,1919,
LAWRENCEVILLE H,Gwinnett,4296,400,1139,634,3,2176,121,437,260,2,820,2996,
MARTINS F,Gwinnett,2570,283,478,294,5,1060,82,136,117,1,336,1396,
PINCKNEYVILLE S,Gwinnett,3374,374,676,474,5,1529,137,235,166,2,540,2069,
ROCKBRIDGE E,Gwinnett,4638,408,1156,627,4,2195,125,324,209,0,658,2853,
SUGAR HILL E,Gwinnett,3589,337,1044,469,3,1853,137,360,190,4,691,2544,
LAWRENCEVILLE I,Gwinnett,3312,369,770,425,1,1565,108,241,165,1,515,2080,
BAYCREEK D,Gwinnett,4609,341,1340,654,0,2335,153,522,264,0,939,3274,
BERKSHIRE J,Gwinnett,2731,179,796,479,3,1457,94,322,216,1,633,2090,
CATES M,Gwinnett,3988,306,1204,673,3,2186,127,445,308,0,880,3066,
CATES N,Gwinnett,2567,262,676,431,0,1369,98,264,182,1,545,1914,
DULUTH F,Gwinnett,6161,510,1356,827,16,2709,139,397,280,3,819,3528,
DULUTH G,Gwinnett,3067,301,682,507,1,1491,136,301,229,2,668,2159,
GOODWINS E,Gwinnett,5491,531,1358,837,1,2727,192,493,304,1,990,3717,
GOODWINS F,Gwinnett,3212,274,767,501,0,1542,96,278,198,0,572,2114,
PINCKNEYVILLE T,Gwinnett,3201,310,637,419,3,1369,120,250,214,2,586,1955,
SUWANEE B,Gwinnett,4656,265,1480,675,0,2420,106,568,322,0,996,3416,
PINCKNEYVILLE U,Gwinnett,2090,327,475,296,3,1101,88,133,112,2,335,1436,
PUCKETTS B,Gwinnett,3096,298,965,356,0,1619,100,363,160,1,624,2243,
BERKSHIRE L,Gwinnett,3265,352,715,436,2,1505,124,208,123,0,455,1960,
ROCKBRIDGE F,Gwinnett,5795,290,1947,764,4,3005,94,593,274,0,961,3966,
SUGAR HILL F,Gwinnett,4112,444,1051,562,6,2063,156,397,225,2,780,2843,
SUWANEE C,Gwinnett,5675,393,1442,906,5,2746,152,537,388,1,1078,3824,
CATES O,Gwinnett,1434,186,375,251,3,815,70,115,87,1,273,1088,
BAYCREEK E,Gwinnett,3265,282,864,437,2,1585,113,282,149,1,545,2130,
BERKSHIRE M,Gwinnett,1864,193,462,298,2,955,79,194,131,1,405,1360,
MARTINS G,Gwinnett,2425,279,525,278,1,1083,111,174,92,0,377,1460,
DULUTH H,Gwinnett,2813,233,629,551,2,1415,78,256,188,1,523,1938,
BERKSHIRE N,Gwinnett,3128,152,926,582,1,1661,52,420,263,0,735,2396,
PINCKNEYVILLE V,Gwinnett,1706,150,375,214,1,740,69,141,81,1,292,1032,
PINCKNEYVILLE W,Gwinnett,4253,396,935,669,4,2004,114,337,247,2,700,2704,
MARTINS H,Gwinnett,5037,479,1170,686,11,2346,143,375,293,1,812,3158,
MARTINS I,Gwinnett,4078,398,843,508,5,1754,117,270,185,1,573,2327,
MARTINS J,Gwinnett,3923,480,927,457,9,1873,141,227,136,1,505,2378,
GARNERS F,Gwinnett,1796,158,499,262,1,920,55,188,116,2,361,1281,
BERKSHIRE O,Gwinnett,2589,244,670,475,2,1391,69,257,168,1,495,1886,
BERKSHIRE P,Gwinnett,1476,164,289,182,2,637,61,104,71,0,236,873,
PINCKNEYVILLE X,Gwinnett,3412,287,798,664,10,1759,119,360,296,6,781,2540,
ROCKBRIDGE G,Gwinnett,5799,394,1722,804,14,2934,129,511,277,1,918,3852,
PINCKNEYVILLE Y,Gwinnett,3272,345,658,304,2,1309,111,159,94,1,365,1674,
GOODWINS G,Gwinnett,2661,298,644,322,1,1265,104,194,97,3,398,1663,
PINCKNEYVILLE Z,Gwinnett,1898,266,394,427,0,1087,117,163,178,0,458,1545,
PINCKNEYVILLE A1,Gwinnett,2694,289,683,607,0,1579,107,244,250,0,601,2180,
LAWRENCEVILLE J,Gwinnett,2249,251,562,248,3,1064,85,196,121,0,402,1466,
GOODWINS H,Gwinnett,2796,268,736,405,2,1411,105,263,144,0,512,1923,
DUNCANS B,Gwinnett,5387,534,1691,640,5,2870,231,660,288,1,1180,4050,
SUWANEE D,Gwinnett,4732,406,1378,737,2,2523,175,571,341,1,1088,3611,
SUWANEE E,Gwinnett,4256,327,1220,682,3,2232,149,563,275,0,987,3219,
LAWRENCEVILLE K,Gwinnett,3282,318,871,523,0,1712,118,328,216,0,662,2374,
HARBINS B,Gwinnett,4845,381,1459,479,3,2322,142,612,232,1,987,3309,
BAYCREEK F,Gwinnett,4608,375,1409,606,6,2396,134,445,224,5,808,3204,
PUCKETTS C,Gwinnett,3367,286,948,388,1,1623,96,416,148,0,660,2283,
HOG MOUNTAIN C,Gwinnett,4292,384,1156,569,2,2111,146,448,225,0,819,2930,
ROCKYCREEK B,Gwinnett,5061,430,1551,588,3,2572,162,596,253,0,1011,3583,
DULUTH I,Gwinnett,5105,349,1154,972,0,2475,124,504,489,0,1117,3592,
MARTINS K,Gwinnett,5352,535,1352,736,2,2625,154,384,255,2,795,3420,
SUWANEE H,Gwinnett,3785,291,1159,570,1,2021,143,502,294,0,939,2960,
SUGAR HILL G,Gwinnett,2814,244,794,384,1,1423,107,346,213,0,666,2089,
SUWANEE F,Gwinnett,3966,351,1095,611,3,2060,109,403,216,1,729,2789,
LAWRENCEVILLE L,Gwinnett,4802,369,1337,730,2,2438,121,485,269,0,875,3313,
LAWRENCEVILLE M,Gwinnett,7255,606,2017,919,7,3549,162,564,311,1,1038,4587,
BAYCREEK G,Gwinnett,6241,435,2005,813,1,3254,144,638,297,0,1079,4333,
BAYCREEK H,Gwinnett,6811,511,2225,1015,4,3755,177,795,363,0,1335,5090,
BAYCREEK I,Gwinnett,5899,400,1654,770,8,2832,156,603,296,1,1056,3888,
BERKSHIRE Q,Gwinnett,1802,200,412,255,1,868,63,168,121,0,352,1220,
GOODWINS I,Gwinnett,2501,287,628,430,0,1345,103,211,173,0,487,1832,
DULUTH K,Gwinnett,2786,232,541,264,3,1040,64,154,98,0,316,1356,
HARBINS C,Gwinnett,2850,356,867,304,3,1530,181,318,128,0,627,2157,
ROCKYCREEK C,Gwinnett,4806,401,1537,586,2,2526,151,557,265,2,975,3501,
LAWRENCEVILLE N,Gwinnett,2573,278,589,294,5,1166,92,160,121,2,375,1541,
PUCKETTS D,Gwinnett,3622,257,1050,472,2,1781,136,454,213,2,805,2586,
SUWANEE G,Gwinnett,3904,359,1086,547,0,1992,142,419,233,0,794,2786,
BAYCREEK J,Gwinnett,4567,378,1316,621,4,2319,116,445,215,0,776,3095,
