Precinct,County,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Columbia Elem,DeKalb,1794,111,258,192,7,568,37,70,45,3,155,723,
Cedar Grove Elem,DeKalb,4097,230,1176,634,10,2050,72,318,137,1,528,2578,
Chamblee,DeKalb,2231,173,767,405,1,1346,42,117,48,2,209,1555,
Candler-Murphey Candler Elem,DeKalb,3712,234,1194,539,5,1972,70,266,112,2,450,2422,
Chapel Hill Elem,DeKalb,3349,211,975,574,5,1765,64,240,122,2,428,2193,
Chesnut Elem,DeKalb,2363,235,817,383,2,1437,41,113,37,0,191,1628,
Clairemont West,DeKalb,3264,153,1153,1096,3,2405,29,138,69,1,237,2642,
Clairmont Road,DeKalb,3223,207,900,979,4,2090,27,83,56,1,167,2257,
Clarkston,DeKalb,3878,303,820,372,10,1505,103,188,62,2,355,1860,
Clifton,DeKalb,1731,100,431,270,5,806,28,103,69,1,201,1007,
Columbia Middle,DeKalb,2178,126,481,290,4,901,30,126,46,3,205,1106,
Coan Recreation Center,DeKalb,4230,177,1461,858,0,2496,46,191,109,2,348,2844,
Cross Keys High,DeKalb,2260,170,658,553,4,1385,33,91,35,0,159,1544,
Crossroads,DeKalb,2898,202,729,526,7,1464,46,156,111,0,313,1777,
Candler,DeKalb,3537,205,865,516,13,1599,52,180,82,0,314,1913,
Cedar Grove Middle,DeKalb,1896,96,394,237,2,729,40,108,29,3,180,909,
Cedar Grove South,DeKalb,3962,208,1258,615,5,2086,71,329,137,1,538,2624,
Covington Hwy,DeKalb,995,42,78,44,6,170,14,25,20,0,59,229,
Covington,DeKalb,2376,130,633,351,2,1116,27,103,39,3,172,1288,
Clairemont East,DeKalb,3226,109,1096,1163,3,2371,28,146,69,1,244,2615,
Coralwood,DeKalb,3153,187,1073,1068,3,2331,25,145,81,2,253,2584,
Candler Park,DeKalb,4018,135,1663,1302,2,3102,16,150,81,0,247,3349,
Clarkston Community Center,DeKalb,2495,207,561,355,8,1131,38,109,51,1,199,1330,
Chamblee 2,DeKalb,3137,186,1214,689,0,2089,35,192,71,0,298,2387,
Doraville North,DeKalb,3065,298,732,434,5,1469,75,146,73,3,297,1766,
Doraville South,DeKalb,1255,138,337,225,2,702,24,41,28,0,93,795,
Dresden Elem,DeKalb,5141,387,1395,958,7,2747,88,229,116,0,433,3180,
Decatur,DeKalb,1937,81,832,461,0,1374,22,97,55,0,174,1548,
Dunaire Elem,DeKalb,2268,152,558,384,6,1100,57,108,64,1,230,1330,
Dunwoody,DeKalb,3003,177,1049,640,8,1874,43,155,44,0,242,2116,
Dunwoody 2,DeKalb,2044,142,850,473,2,1467,22,110,38,2,172,1639,
Druid Hills High,DeKalb,2725,153,659,671,2,1485,34,64,67,0,165,1650,
Dunwoody Library,DeKalb,2570,111,1149,612,2,1874,22,181,51,1,255,2129,
East Lake,DeKalb,4139,200,1441,833,3,2477,66,212,121,4,403,2880,
Embry Hills,DeKalb,1721,114,583,459,0,1156,21,84,49,0,154,1310,
Evansdale Elem,DeKalb,3441,251,1106,802,1,2160,61,151,62,2,276,2436,
Emory South,DeKalb,3241,221,1055,916,6,2198,28,98,74,0,200,2398,
Emory Road,DeKalb,2290,129,617,437,7,1190,15,40,29,0,84,1274,
Fairington Elem,DeKalb,5455,340,1276,554,12,2182,105,311,107,6,529,2711,
Fernbank Elem,DeKalb,2125,145,691,797,3,1636,23,78,38,1,140,1776,
Flat Shoals Elem,DeKalb,2409,155,489,321,6,971,51,147,82,2,282,1253,
Flat Shoals Parkway,DeKalb,3449,167,1106,639,4,1916,44,221,105,2,372,2288,
Flat Rock Elem,DeKalb,3142,206,1080,444,4,1734,57,261,96,3,417,2151,
Flat Shoals,DeKalb,2649,144,510,359,6,1019,49,143,96,2,290,1309,
Flakes Mill Fire Station,DeKalb,2103,95,605,361,6,1067,31,158,72,2,263,1330,
Flat Shoals Library,DeKalb,2788,179,550,351,2,1082,64,185,72,1,322,1404,
Freedom Middle,DeKalb,3227,232,697,496,7,1432,83,180,92,2,357,1789,
Glennwood,DeKalb,2715,100,839,795,3,1737,15,106,71,2,194,1931,
Glenhaven,DeKalb,1880,181,437,280,4,902,62,64,49,0,175,1077,
Gresham Road,DeKalb,3601,181,1010,649,12,1852,48,189,125,5,367,2219,
Georgetown Sq,DeKalb,4155,293,1400,646,7,2346,57,239,87,1,384,2730,
Glenwood Road,DeKalb,2293,161,449,332,4,946,52,106,69,0,227,1173,
Hambrick Elem,DeKalb,3776,285,980,574,7,1846,65,196,108,4,373,2219,
Hawthorne Elem,DeKalb,3884,304,1208,743,5,2260,63,201,54,2,320,2580,
Henderson Mill,DeKalb,3104,203,1040,800,1,2044,44,146,60,0,250,2294,
Huntley Hills Elem,DeKalb,3508,320,1173,530,6,2029,78,179,69,0,326,2355,
Hugh Howell,DeKalb,1773,193,573,431,1,1198,32,115,45,0,192,1390,
Harris-Narvie J Harris Elem,DeKalb,4031,136,1288,663,8,2095,43,316,115,2,476,2571,
Harris-Margaret Harris ED,DeKalb,1462,130,461,310,5,906,25,65,36,0,126,1032,
Idlewood Elem,DeKalb,2472,216,672,396,8,1292,42,135,57,0,234,1526,
Indian Creek,DeKalb,2318,152,461,333,9,955,31,102,62,3,198,1153,
Johnson Estates,DeKalb,1600,78,561,599,0,1238,10,60,38,0,108,1346,
Jolly Elem,DeKalb,3679,242,854,606,10,1712,69,151,84,3,307,2019,
Kelley Lake Elem,DeKalb,3015,203,613,449,2,1267,80,153,114,1,348,1615,
Kingsley Elem,DeKalb,2490,221,873,683,5,1782,52,125,68,4,249,2031,
Kelley Chapel Road,DeKalb,1337,94,373,271,0,738,35,90,52,1,178,916,
Knollwood,DeKalb,2546,220,577,373,6,1176,58,109,97,5,269,1445,
Kittredge Elem,DeKalb,2161,159,813,540,4,1516,33,162,58,0,253,1769,
Lakeside High,DeKalb,3216,261,1155,858,2,2276,44,142,54,0,240,2516,
Lavista Road,DeKalb,2223,169,600,708,4,1481,23,81,55,0,159,1640,
Lavista,DeKalb,3223,229,909,678,5,1821,47,108,64,4,223,2044,
Lithonia,DeKalb,1730,173,303,164,3,643,72,100,58,0,230,873,
Lin-Mary Lin Elem,DeKalb,3009,155,1066,919,7,2147,22,102,76,1,201,2348,
Lithonia High,DeKalb,3610,276,817,439,9,1541,80,268,99,4,451,1992,
Livsey Elem,DeKalb,1350,100,509,340,0,949,22,75,35,0,132,1081,
Miller-Eldridge L Miller Elem 3455,DeKalb,243,783,600,5,1631,70,186,123,2,381,2012,,
McNair High,DeKalb,4160,230,1283,857,1,2371,65,174,129,4,372,2743,
Marbut Elem,DeKalb,4234,250,1107,522,15,1894,74,300,102,5,481,2375,
McNair,DeKalb,2794,138,698,518,5,1359,53,144,89,1,287,1646,
McLendon,DeKalb,3607,183,1025,878,9,2095,45,145,82,0,272,2367,
McWilliams,DeKalb,2517,121,786,486,2,1395,35,186,69,1,291,1686,
Medlock,DeKalb,2208,161,706,699,1,1567,33,71,54,1,159,1726,
Midvale Elem,DeKalb,2747,216,998,771,1,1986,37,146,80,2,265,2251,
Miller Grove,DeKalb,4747,283,1133,587,13,2016,69,256,103,1,429,2445,
Montclair Elem,DeKalb,2194,201,584,227,7,1019,43,99,29,0,171,1190,
Montreal,DeKalb,2586,202,793,530,2,1527,41,111,52,1,205,1732,
Meadowview,DeKalb,3511,179,794,633,10,1616,54,191,132,3,380,1996,
Memorial South,DeKalb,3138,201,624,320,13,1158,67,136,59,3,265,1423,
Midway,DeKalb,3139,148,629,550,6,1333,47,150,91,1,289,1622,
McNair Academy,DeKalb,1900,117,544,380,3,1044,30,86,66,2,184,1228,
Mount Vernon East,DeKalb,2651,234,1086,587,4,1911,35,159,43,0,237,2148,
Mathis-Bob Mathis Elem,DeKalb,2789,169,774,594,4,1541,55,188,107,1,351,1892,
Mount Vernon West,DeKalb,2303,144,985,488,9,1626,19,146,39,1,205,1831,
Metropolitan,DeKalb,3405,161,1301,689,7,2158,31,120,99,4,254,2412,
Montgomery Elem,DeKalb,2446,211,920,620,5,1756,36,127,49,1,213,1969,
Miller Grove Road,DeKalb,2151,136,581,411,2,1130,52,174,89,2,317,1447,
Midvale Road,DeKalb,1832,147,595,328,1,1071,27,113,39,1,180,1251,
Miller Grove High,DeKalb,3470,210,778,355,9,1352,78,201,90,0,369,1721,
North Decatur,DeKalb,2166,125,601,504,12,1242,19,71,52,1,143,1385,
North Hairston,DeKalb,2329,179,530,371,6,1086,58,135,62,3,258,1344,
Northlake,DeKalb,1509,154,469,452,1,1076,28,54,36,0,118,1194,
North Peachtree,DeKalb,1916,158,536,309,2,1005,38,84,29,3,154,1159,
Oak Grove Elem,DeKalb,2253,187,734,651,1,1573,45,105,63,0,213,1786,
Oakcliff Elem,DeKalb,2125,268,471,302,9,1050,61,62,41,1,165,1215,
Oakhurst,DeKalb,2398,112,958,683,2,1755,26,134,72,1,233,1988,
Oak View Elem,DeKalb,5011,286,1349,639,14,2288,78,380,108,5,571,2859,
Peachcrest,DeKalb,2458,136,528,380,4,1048,53,122,80,1,256,1304,
Peachtree Middle,DeKalb,3502,237,1168,614,4,2023,56,176,77,4,313,2336,
Princeton Elem,DeKalb,2376,131,722,374,4,1231,41,145,84,1,271,1502,
Pine Lake,DeKalb,632,226,121,69,0,416,21,15,7,0,43,459,
Pleasantdale Road,DeKalb,4538,384,1076,547,7,2014,91,195,99,1,386,2400,
Ponce de Leon,DeKalb,3766,120,837,810,11,1778,27,112,87,1,227,2005,
Panola,DeKalb,1586,107,390,290,2,789,34,93,43,0,170,959,
Panola Way Elem,DeKalb,2252,146,459,275,17,897,59,131,45,5,240,1137,
Piney Grove,DeKalb,2018,124,431,286,7,848,46,102,52,0,200,1048,
Panola Road,DeKalb,2884,148,815,466,5,1434,45,201,102,3,351,1785,
Rainbow Elem,DeKalb,3768,201,978,716,6,1901,66,237,121,2,426,2327,
Redan Elem,DeKalb,3020,174,906,518,8,1606,44,241,82,0,367,1973,
Rehoboth,DeKalb,1813,142,511,606,3,1262,24,70,58,0,152,1414,
Rockbridge Elem,DeKalb,3595,250,786,436,12,1484,72,179,80,6,337,1821,
Rock Chapel Elem,DeKalb,2910,172,911,438,6,1527,49,214,71,1,335,1862,
Rowland Elem,DeKalb,3765,240,731,495,6,1472,58,213,97,3,371,1843,
Redan-Trotti Library,DeKalb,3990,204,1025,624,17,1870,69,247,110,2,428,2298,
Rockbridge Road,DeKalb,3965,250,1275,863,7,2395,68,232,112,1,413,2808,
Rowland Road,DeKalb,2080,153,480,371,5,1009,44,123,58,3,228,1237,
Redan Road,DeKalb,2932,184,724,435,6,1349,49,187,91,4,331,1680,
Rock Chapel Road,DeKalb,4178,200,1347,701,15,2263,67,318,134,4,523,2786,
Redan Middle,DeKalb,2496,128,712,462,2,1304,31,173,66,3,273,1577,
Sagamore Hills Elem,DeKalb,2925,235,959,958,0,2152,51,131,91,0,273,2425,
Scott,DeKalb,2805,130,813,886,1,1830,22,94,80,0,196,2026,
Shaw-Robert Shaw Elem,DeKalb,2892,204,757,505,3,1469,69,138,86,0,293,1762,
Stone Mountain Elem,DeKalb,2338,142,465,645,2,1254,31,117,88,0,236,1490,
Silver Lake,DeKalb,4979,279,1736,1044,5,3064,55,307,110,0,472,3536,
Skyland,DeKalb,2100,187,741,416,5,1349,50,118,54,1,223,1572,
Snapfinger Elem,DeKalb,1894,127,511,431,1,1070,45,105,67,0,217,1287,
Smoke Rise,DeKalb,2108,177,717,565,1,1460,40,116,75,0,231,1691,
Stone Mtn Middle,DeKalb,3247,213,504,274,9,1000,93,128,74,8,303,1303,
Stone Mill Elem,DeKalb,3714,264,531,391,10,1196,87,155,77,4,323,1519,
Shadow Rock Elem,DeKalb,4347,232,1294,889,5,2420,72,284,138,6,500,2920,
Stoneview Elem,DeKalb,1988,122,412,201,6,741,47,86,53,4,190,931,
Salem Middle,DeKalb,3519,174,1169,715,4,2062,52,234,124,3,413,2475,
Shamrock,DeKalb,1600,168,491,511,2,1172,17,52,34,1,104,1276,
South Deshon,DeKalb,3470,198,1030,533,12,1773,73,256,96,1,426,2199,
Stone Mtn Champion,DeKalb,3098,274,643,433,5,1355,56,150,59,4,269,1624,
Stone Mtn,DeKalb,1711,157,322,273,3,755,45,91,54,0,190,945,
Snapfinger Road N,DeKalb,2705,174,534,391,6,1105,66,166,81,0,313,1418,
Snapfinger Road S,DeKalb,1960,130,593,358,2,1083,38,133,78,1,250,1333,
Stephenson Middle,DeKalb,3822,243,1176,699,1,2119,78,243,108,1,430,2549,
South Hairston,DeKalb,3814,282,875,543,9,1709,84,219,98,6,407,2116,
Stephenson High,DeKalb,3555,212,1005,697,4,1918,54,216,110,3,383,2301,
Stonecrest Library,DeKalb,3720,173,1237,462,9,1881,47,300,82,5,434,2315,
Snapfinger Road,DeKalb,4872,163,1817,917,10,2907,54,399,155,1,609,3516,
Terry Mill,DeKalb,2808,184,854,515,2,1555,49,132,89,3,273,1828,
Toney Elem,DeKalb,1729,111,378,286,3,778,53,86,63,3,205,983,
Tucker Library,DeKalb,3506,181,1332,814,4,2331,44,214,92,1,351,2682,
Tilly Mill Road,DeKalb,1552,146,598,346,0,1090,32,93,39,1,165,1255,
Tucker,DeKalb,2932,146,982,648,6,1782,18,181,69,2,270,2052,
Valley Brook,DeKalb,1037,134,301,254,5,694,19,31,23,1,74,768,
Wadsworth,DeKalb,3159,204,703,525,9,1441,74,177,123,2,376,1817,
Wesley Chapel Library,DeKalb,2922,159,911,594,5,1669,46,208,120,2,376,2045,
Woodrow Road,DeKalb,3493,191,894,388,11,1484,65,217,105,1,388,1872,
Winnona Park,DeKalb,2020,53,852,595,2,1502,16,75,31,0,122,1624,
Woodridge Elem,DeKalb,3851,236,817,634,7,1694,89,224,132,4,449,2143,
Warren Tech,DeKalb,1364,179,358,235,4,776,32,65,30,0,127,903,
Woodward,DeKalb,3193,182,1000,819,2,2003,21,134,90,1,246,2249,
White Oak,DeKalb,2951,246,597,365,5,1213,77,135,54,2,268,1481,
Winters Chapel,DeKalb,1434,148,512,349,1,1010,26,73,33,1,133,1143,
Wynbrooke Elem,DeKalb,3496,252,1117,734,9,2112,47,231,97,3,378,2490,
Young Road,DeKalb,1951,83,652,375,4,1114,26,122,62,3,213,1327,
