,Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
1934,North,Murray,2123.0,546.0,654.0,115.0,0.0,1315.0,51.0,61.0,62.0,0.0,174.0,6.0,12.0,7.0,0.0,25.0,1514.0,71.3
1929,Shuck Pen,Murray,2940.0,597.0,890.0,129.0,0.0,1616.0,115.0,153.0,61.0,0.0,329.0,20.0,22.0,7.0,0.0,49.0,1994.0,67.8
1928,McDonald,Murray,2524.0,326.0,949.0,135.0,0.0,1410.0,55.0,117.0,59.0,0.0,231.0,11.0,25.0,12.0,0.0,48.0,1689.0,66.9
1930,Southwest,Murray,3215.0,668.0,815.0,188.0,0.0,1671.0,78.0,99.0,62.0,0.0,239.0,20.0,23.0,2.0,0.0,45.0,1955.0,60.8
1932,Town,Murray,5766.0,649.0,2255.0,395.0,0.0,3299.0,107.0,375.0,201.0,0.0,683.0,23.0,73.0,20.0,0.0,116.0,4098.0,71.1
1931,Spring Place,Murray,3671.0,504.0,1318.0,186.0,0.0,2008.0,116.0,212.0,142.0,0.0,470.0,19.0,27.0,11.0,0.0,57.0,2535.0,69.1
1190,Mt Pilgrim,Muscogee,6022.0,52.0,114.0,48.0,0.0,214.0,415.0,1825.0,1134.0,1.0,3375.0,19.0,35.0,17.0,0.0,71.0,3660.0,60.8
1185,Columbus Tech,Muscogee,4464.0,282.0,643.0,187.0,0.0,1112.0,213.0,416.0,327.0,0.0,956.0,16.0,24.0,17.0,0.0,57.0,2125.0,47.6
1192,Canaan,Muscogee,7078.0,132.0,352.0,210.0,0.0,694.0,385.0,1724.0,1058.0,0.0,3167.0,17.0,31.0,25.0,0.0,73.0,3934.0,55.6
1191,Faith Tabernacle,Muscogee,4461.0,58.0,106.0,72.0,0.0,236.0,321.0,1364.0,823.0,0.0,2508.0,13.0,14.0,11.0,0.0,38.0,2782.0,62.4
1189,Our Lady of Lourdes,Muscogee,10204.0,231.0,392.0,232.0,1.0,856.0,584.0,1576.0,1224.0,4.0,3388.0,32.0,52.0,59.0,1.0,144.0,4388.0,43.0
1195,St Paul/Clubview,Muscogee,5677.0,368.0,1390.0,477.0,0.0,2235.0,236.0,866.0,595.0,0.0,1697.0,21.0,53.0,21.0,0.0,95.0,4027.0,70.9
1196,Moon/Morningside,Muscogee,5415.0,463.0,1185.0,461.0,0.0,2109.0,225.0,684.0,494.0,0.0,1403.0,29.0,38.0,29.0,1.0,97.0,3609.0,66.6
1188,Cusseta Rd,Muscogee,6169.0,62.0,78.0,58.0,0.0,198.0,507.0,1164.0,802.0,3.0,2476.0,14.0,22.0,22.0,0.0,58.0,2732.0,44.3
1187,Wynnbrook,Muscogee,2692.0,251.0,851.0,432.0,1.0,1535.0,46.0,263.0,298.0,0.0,607.0,8.0,15.0,6.0,0.0,29.0,2171.0,80.6
1186,St Mark/Heiferhorn,Muscogee,6492.0,570.0,2095.0,616.0,5.0,3286.0,158.0,770.0,647.0,6.0,1581.0,18.0,35.0,29.0,0.0,82.0,4949.0,76.2
1184,Cornerstone,Muscogee,6684.0,653.0,1488.0,498.0,0.0,2639.0,238.0,924.0,588.0,1.0,1751.0,25.0,54.0,35.0,0.0,114.0,4504.0,67.4
1193,Holsey/Buena Vista,Muscogee,7613.0,89.0,305.0,171.0,0.0,565.0,437.0,2149.0,1171.0,0.0,3757.0,11.0,45.0,27.0,0.0,83.0,4405.0,57.9
1183,St Peter,Muscogee,3265.0,349.0,715.0,266.0,4.0,1334.0,144.0,414.0,315.0,0.0,873.0,17.0,23.0,15.0,0.0,55.0,2262.0,69.3
1181,St John/Belvedere,Muscogee,5341.0,34.0,123.0,89.0,0.0,246.0,269.0,1662.0,1102.0,3.0,3036.0,8.0,26.0,9.0,0.0,43.0,3325.0,62.3
1180,Carver/Mack,Muscogee,4374.0,23.0,59.0,47.0,0.0,129.0,243.0,1118.0,798.0,0.0,2159.0,9.0,17.0,14.0,0.0,40.0,2328.0,53.2
1197,St Andrews/Midland,Muscogee,7959.0,657.0,1733.0,650.0,0.0,3040.0,311.0,1268.0,898.0,0.0,2477.0,38.0,47.0,41.0,0.0,126.0,5643.0,70.9
1198,Salvation Army,Muscogee,3192.0,251.0,540.0,205.0,0.0,996.0,168.0,580.0,327.0,0.0,1075.0,16.0,20.0,16.0,0.0,52.0,2123.0,66.5
1199,First African,Muscogee,1955.0,53.0,133.0,65.0,2.0,253.0,97.0,284.0,248.0,3.0,632.0,10.0,12.0,7.0,1.0,30.0,915.0,46.8
1179,Wynnton/Britt,Muscogee,5289.0,124.0,445.0,182.0,0.0,751.0,329.0,1049.0,734.0,0.0,2112.0,10.0,34.0,17.0,0.0,61.0,2924.0,55.3
1200,Epworth UMC,Muscogee,4512.0,339.0,676.0,286.0,1.0,1302.0,211.0,547.0,378.0,0.0,1136.0,21.0,30.0,10.0,0.0,61.0,2499.0,55.4
1201,Marianna Gallops,Muscogee,3095.0,102.0,191.0,74.0,1.0,368.0,188.0,459.0,315.0,4.0,966.0,17.0,23.0,9.0,0.0,49.0,1383.0,44.7
1202,Edgewood Baptist,Muscogee,3235.0,176.0,312.0,127.0,3.0,618.0,161.0,740.0,416.0,2.0,1319.0,7.0,33.0,7.0,0.0,47.0,1984.0,61.3
1203,Psalmond/Mathews,Muscogee,7331.0,412.0,1815.0,610.0,0.0,2837.0,213.0,1430.0,943.0,1.0,2587.0,39.0,62.0,25.0,0.0,126.0,5550.0,75.7
1182,Britt David,Muscogee,2747.0,300.0,530.0,183.0,0.0,1013.0,124.0,351.0,225.0,0.0,700.0,21.0,35.0,5.0,0.0,61.0,1774.0,64.6
1194,Gentian/Reese,Muscogee,5612.0,386.0,889.0,385.0,0.0,1660.0,275.0,950.0,589.0,0.0,1814.0,24.0,42.0,14.0,0.0,80.0,3554.0,63.3
1094,Almon,Newton,5009.0,263.0,279.0,183.0,0.0,725.0,517.0,1246.0,906.0,2.0,2671.0,24.0,20.0,18.0,1.0,63.0,3459.0,69.1
1113,Hub,Newton,2374.0,849.0,419.0,291.0,0.0,1559.0,89.0,118.0,110.0,0.0,317.0,20.0,10.0,9.0,1.0,40.0,1916.0,80.7
1092,City Pond,Newton,1833.0,172.0,140.0,86.0,0.0,398.0,193.0,187.0,242.0,0.0,622.0,6.0,9.0,16.0,0.0,31.0,1051.0,57.3
1095,Alcovy,Newton,4620.0,573.0,700.0,415.0,1.0,1689.0,304.0,748.0,550.0,2.0,1604.0,31.0,22.0,15.0,0.0,68.0,3361.0,72.7
1093,Town,Newton,4378.0,200.0,230.0,174.0,0.0,604.0,524.0,620.0,741.0,1.0,1886.0,21.0,13.0,28.0,0.0,62.0,2552.0,58.3
1112,Crowell,Newton,4977.0,117.0,161.0,92.0,0.0,370.0,554.0,1300.0,840.0,1.0,2695.0,16.0,26.0,19.0,0.0,61.0,3126.0,62.8
1110,Stansells,Newton,4969.0,240.0,304.0,205.0,0.0,749.0,507.0,1146.0,751.0,0.0,2404.0,18.0,11.0,23.0,0.0,52.0,3205.0,64.5
1097,Brewers,Newton,3538.0,1086.0,467.0,256.0,2.0,1811.0,210.0,218.0,237.0,1.0,666.0,23.0,11.0,13.0,1.0,48.0,2525.0,71.4
1111,Fairview,Newton,2953.0,68.0,94.0,60.0,2.0,224.0,385.0,668.0,490.0,1.0,1544.0,15.0,11.0,6.0,0.0,32.0,1800.0,61.0
1109,Buck Creek,Newton,4839.0,505.0,568.0,275.0,1.0,1349.0,419.0,703.0,681.0,1.0,1804.0,39.0,23.0,13.0,0.0,75.0,3228.0,66.7
1108,Rocky Plains,Newton,3658.0,570.0,488.0,214.0,1.0,1273.0,281.0,452.0,353.0,1.0,1087.0,28.0,16.0,13.0,0.0,57.0,2417.0,66.1
1107,Oxford,Newton,2418.0,535.0,377.0,277.0,0.0,1189.0,154.0,157.0,254.0,1.0,566.0,20.0,10.0,6.0,0.0,36.0,1791.0,74.1
1106,Newborn,Newton,784.0,380.0,59.0,52.0,0.0,491.0,58.0,14.0,40.0,0.0,112.0,9.0,2.0,0.0,0.0,11.0,614.0,78.3
1105,Mansfield,Newton,1524.0,773.0,167.0,128.0,0.0,1068.0,57.0,23.0,60.0,0.0,140.0,6.0,1.0,7.0,0.0,14.0,1222.0,80.2
1104,Leguinn,Newton,2177.0,701.0,296.0,203.0,2.0,1202.0,120.0,112.0,156.0,0.0,388.0,24.0,5.0,8.0,1.0,38.0,1628.0,74.8
1103,Beaverdam,Newton,5428.0,210.0,299.0,161.0,0.0,670.0,598.0,1357.0,885.0,3.0,2843.0,22.0,26.0,21.0,0.0,69.0,3582.0,66.0
1102,Gum Creek,Newton,4135.0,921.0,802.0,514.0,1.0,2238.0,168.0,391.0,347.0,0.0,906.0,14.0,19.0,11.0,0.0,44.0,3188.0,77.1
1101,Downs,Newton,6215.0,741.0,856.0,311.0,1.0,1909.0,486.0,1040.0,799.0,0.0,2325.0,45.0,38.0,32.0,0.0,115.0,4349.0,70.0
1100,Livingston,Newton,4593.0,320.0,318.0,170.0,3.0,811.0,428.0,922.0,699.0,2.0,2051.0,26.0,17.0,35.0,0.0,78.0,2940.0,64.0
1099,Cedar Shoals,Newton,2838.0,355.0,219.0,151.0,0.0,725.0,275.0,361.0,329.0,1.0,966.0,29.0,17.0,16.0,0.0,62.0,1753.0,61.8
1096,Covington Mills,Newton,3111.0,353.0,343.0,240.0,1.0,937.0,277.0,437.0,344.0,0.0,1058.0,25.0,5.0,19.0,0.0,49.0,2044.0,65.7
1098,Brick Store,Newton,2623.0,740.0,422.0,255.0,0.0,1417.0,155.0,199.0,211.0,0.0,565.0,20.0,13.0,12.0,0.0,45.0,2027.0,77.3
1306,Dark Corner,Oconee,3541.0,425.0,1598.0,328.0,0.0,2351.0,55.0,359.0,198.0,1.0,613.0,16.0,25.0,7.0,0.0,48.0,3012.0,85.1
1299,City Hall,Oconee,3910.0,246.0,1343.0,338.0,0.0,1927.0,89.0,735.0,381.0,0.0,1205.0,28.0,53.0,9.0,0.0,90.0,3222.0,82.4
1300,Colham Ferry,Oconee,1847.0,178.0,765.0,175.0,0.0,1118.0,34.0,254.0,162.0,0.0,450.0,12.0,17.0,7.0,1.0,37.0,1605.0,86.9
1301,Antioch,Oconee,1397.0,214.0,533.0,131.0,0.0,878.0,39.0,117.0,102.0,0.0,258.0,12.0,7.0,7.0,0.0,26.0,1162.0,83.2
1302,Farmington,Oconee,737.0,141.0,236.0,44.0,0.0,421.0,22.0,80.0,60.0,0.0,162.0,4.0,6.0,3.0,0.0,13.0,596.0,80.9
1303,Bishop,Oconee,1938.0,201.0,765.0,159.0,1.0,1126.0,48.0,249.0,165.0,1.0,463.0,15.0,19.0,5.0,0.0,39.0,1628.0,84.0
1310,Civic Center,Oconee,4396.0,279.0,1626.0,450.0,0.0,2355.0,85.0,678.0,463.0,0.0,1226.0,13.0,56.0,18.0,0.0,87.0,3668.0,83.4
1309,East Oconee,Oconee,2647.0,119.0,937.0,227.0,0.0,1283.0,70.0,407.0,322.0,0.0,799.0,8.0,22.0,7.0,0.0,37.0,2119.0,80.1
1308,Marswood Hall,Oconee,4091.0,259.0,1534.0,524.0,1.0,2318.0,78.0,544.0,479.0,0.0,1101.0,13.0,38.0,21.0,0.0,72.0,3491.0,85.3
1307,Bogart,Oconee,2384.0,289.0,812.0,207.0,0.0,1308.0,81.0,273.0,167.0,0.0,521.0,17.0,25.0,13.0,0.0,55.0,1884.0,79.0
1304,High Shoals,Oconee,1939.0,200.0,845.0,168.0,0.0,1213.0,39.0,265.0,124.0,0.0,428.0,12.0,27.0,5.0,0.0,44.0,1685.0,86.9
1305,North Oconee,Oconee,1244.0,167.0,520.0,123.0,0.0,810.0,18.0,147.0,74.0,0.0,239.0,8.0,8.0,5.0,0.0,21.0,1070.0,86.0
2038,Beaverdam,Oglethorpe,3509.0,467.0,1051.0,289.0,0.0,1807.0,133.0,325.0,255.0,0.0,713.0,20.0,31.0,19.0,0.0,70.0,2590.0,73.8
2039,Crawford,Oglethorpe,3044.0,258.0,934.0,246.0,1.0,1439.0,128.0,330.0,217.0,0.0,675.0,15.0,47.0,17.0,0.0,79.0,2193.0,72.0
2040,Lexington,Oglethorpe,4291.0,321.0,1549.0,383.0,1.0,2254.0,144.0,448.0,341.0,2.0,935.0,11.0,47.0,27.0,0.0,85.0,3274.0,76.3
1700,Crossroads Library,Paulding,3662.0,316.0,1479.0,409.0,1.0,2205.0,98.0,405.0,322.0,0.0,825.0,19.0,38.0,17.0,1.0,75.0,3105.0,84.8
1699,Burnt Hickory Park,Paulding,6242.0,604.0,2781.0,595.0,4.0,3984.0,105.0,474.0,280.0,2.0,861.0,49.0,59.0,14.0,0.0,122.0,4967.0,79.6
1714,Paulding County Airport,Paulding,4132.0,521.0,1324.0,310.0,3.0,2158.0,110.0,329.0,227.0,2.0,668.0,39.0,41.0,25.0,0.0,105.0,2931.0,70.9
1710,Nebo Elem School,Paulding,10070.0,1069.0,3218.0,738.0,4.0,5029.0,279.0,932.0,671.0,6.0,1888.0,62.0,120.0,49.0,1.0,232.0,7149.0,71.0
1713,Beulahland Baptist Church,Paulding,2547.0,359.0,873.0,173.0,3.0,1408.0,60.0,206.0,131.0,0.0,397.0,13.0,22.0,13.0,0.0,48.0,1853.0,72.8
1705,Watson Govt Cmplx,Paulding,10774.0,617.0,2675.0,801.0,8.0,4101.0,381.0,1597.0,935.0,3.0,2916.0,65.0,129.0,60.0,0.0,254.0,7271.0,67.5
1715,Picketts Mill Baptist Church,Paulding,2748.0,292.0,950.0,268.0,0.0,1510.0,80.0,284.0,251.0,1.0,616.0,14.0,22.0,15.0,0.0,51.0,2177.0,79.2
1701,Shelton Elementary,Paulding,5095.0,455.0,1628.0,405.0,3.0,2491.0,174.0,789.0,460.0,1.0,1424.0,29.0,46.0,15.0,0.0,90.0,4005.0,78.6
1702,Russom Elementary,Paulding,8243.0,686.0,2743.0,983.0,4.0,4416.0,226.0,1023.0,883.0,3.0,2135.0,33.0,88.0,41.0,1.0,163.0,6714.0,81.5
1703,Paulding Sr Center,Paulding,5972.0,496.0,1786.0,404.0,6.0,2692.0,201.0,881.0,524.0,2.0,1608.0,29.0,75.0,27.0,1.0,132.0,4432.0,74.2
1716,Taylor Farm Park,Paulding,2761.0,159.0,767.0,276.0,0.0,1202.0,114.0,403.0,204.0,0.0,721.0,7.0,29.0,14.0,0.0,50.0,1973.0,71.5
1706,West Ridge Church,Paulding,11546.0,1010.0,3600.0,1116.0,4.0,5730.0,327.0,1288.0,955.0,1.0,2571.0,58.0,121.0,72.0,0.0,251.0,8552.0,74.1
1717,Dobbins Middle School,Paulding,8081.0,397.0,1981.0,468.0,2.0,2848.0,341.0,1593.0,961.0,2.0,2897.0,36.0,68.0,40.0,0.0,144.0,5889.0,72.9
1707,Events Place,Paulding,4923.0,220.0,751.0,288.0,3.0,1262.0,257.0,1151.0,741.0,3.0,2152.0,18.0,38.0,28.0,0.0,84.0,3498.0,71.1
1708,Poplar Sprgs Bapt Church,Paulding,4825.0,257.0,931.0,284.0,0.0,1472.0,247.0,998.0,558.0,1.0,1804.0,25.0,32.0,22.0,0.0,79.0,3355.0,69.5
1704,Legacy Bapt Church,Paulding,4443.0,305.0,1074.0,441.0,1.0,1821.0,147.0,599.0,416.0,4.0,1166.0,18.0,38.0,33.0,0.0,89.0,3076.0,69.2
1709,D Wright Innovation Ctr,Paulding,7137.0,488.0,2202.0,361.0,2.0,3053.0,257.0,1067.0,600.0,1.0,1925.0,25.0,68.0,33.0,0.0,126.0,5104.0,71.5
1711,White Oak Park,Paulding,5833.0,470.0,1641.0,411.0,6.0,2528.0,221.0,744.0,468.0,3.0,1436.0,48.0,34.0,36.0,0.0,118.0,4082.0,70.0
1712,Mulberry Rock Park,Paulding,5911.0,697.0,2305.0,570.0,3.0,3575.0,119.0,375.0,250.0,1.0,745.0,17.0,60.0,18.0,0.0,95.0,4415.0,74.7
2610,Byron 2,Peach,5028.0,241.0,1736.0,300.0,3.0,2280.0,128.0,814.0,375.0,2.0,1319.0,17.0,51.0,20.0,0.0,88.0,3687.0,73.3
2611,Claude,Peach,908.0,175.0,311.0,52.0,0.0,538.0,33.0,68.0,33.0,1.0,135.0,4.0,5.0,2.0,0.0,11.0,684.0,75.3
2612,Fort Valley 1,Peach,2669.0,100.0,469.0,111.0,1.0,681.0,171.0,582.0,280.0,0.0,1033.0,4.0,25.0,7.0,0.0,36.0,1750.0,65.6
2609,Byron 1,Peach,2636.0,158.0,1103.0,128.0,1.0,1390.0,73.0,361.0,146.0,1.0,581.0,9.0,31.0,2.0,0.0,42.0,2013.0,76.4
2614,Fort Valley 3,Peach,2720.0,34.0,200.0,52.0,0.0,286.0,203.0,702.0,439.0,1.0,1345.0,6.0,15.0,8.0,0.0,29.0,1660.0,61.0
2613,Fort Valley 2,Peach,2670.0,101.0,401.0,76.0,1.0,579.0,159.0,571.0,282.0,0.0,1012.0,4.0,14.0,1.0,0.0,19.0,1610.0,60.3
2615,Powersville,Peach,1365.0,148.0,489.0,89.0,3.0,729.0,32.0,161.0,83.0,1.0,277.0,6.0,11.0,4.0,1.0,22.0,1028.0,75.3
2617,Sharptop,Pickens,2616.0,584.0,693.0,309.0,1.0,1587.0,88.0,128.0,218.0,0.0,434.0,20.0,19.0,11.0,0.0,50.0,2071.0,79.2
2627,Tate,Pickens,2651.0,647.0,773.0,187.0,1.0,1608.0,60.0,89.0,74.0,0.0,223.0,24.0,20.0,6.0,0.0,50.0,1881.0,71.0
2626,Jasper,Pickens,2517.0,435.0,610.0,146.0,1.0,1192.0,98.0,129.0,110.0,0.0,337.0,15.0,22.0,5.0,0.0,42.0,1571.0,62.4
2625,Talking Rock,Pickens,1781.0,462.0,464.0,130.0,3.0,1059.0,24.0,59.0,37.0,0.0,120.0,17.0,13.0,9.0,0.0,39.0,1218.0,68.4
2618,Appalachian,Pickens,1933.0,385.0,580.0,159.0,0.0,1124.0,48.0,104.0,71.0,0.0,223.0,24.0,7.0,4.0,0.0,35.0,1382.0,71.5
2624,Nelson,Pickens,1474.0,405.0,354.0,89.0,0.0,848.0,47.0,58.0,52.0,0.0,157.0,18.0,7.0,3.0,0.0,28.0,1033.0,70.1
2623,Ludville,Pickens,721.0,301.0,93.0,29.0,0.0,423.0,20.0,10.0,14.0,0.0,44.0,14.0,2.0,1.0,0.0,17.0,484.0,67.1
2619,Refuge,Pickens,2490.0,546.0,745.0,167.0,0.0,1458.0,49.0,109.0,83.0,0.0,241.0,26.0,16.0,7.0,0.0,49.0,1748.0,70.2
2620,Hill,Pickens,2042.0,519.0,577.0,159.0,2.0,1257.0,61.0,91.0,78.0,0.0,230.0,20.0,12.0,4.0,0.0,36.0,1523.0,74.6
2616,Yellow Creek,Pickens,3571.0,786.0,977.0,317.0,0.0,2080.0,96.0,188.0,231.0,0.0,515.0,27.0,14.0,14.0,0.0,55.0,2650.0,74.2
2622,Jerusalem,Pickens,1145.0,488.0,195.0,53.0,0.0,736.0,38.0,23.0,38.0,0.0,99.0,8.0,3.0,3.0,0.0,14.0,849.0,74.1
2621,Hinton,Pickens,825.0,309.0,148.0,31.0,0.0,488.0,26.0,15.0,14.0,0.0,55.0,10.0,3.0,3.0,0.0,16.0,559.0,67.8
736,Hacklebarney-Cason,Pierce,3524.0,246.0,1416.0,227.0,0.0,1889.0,38.0,259.0,142.0,0.0,439.0,7.0,23.0,3.0,0.0,33.0,2361.0,67.0
737,Blackshear,Pierce,3207.0,271.0,1417.0,231.0,0.0,1919.0,35.0,116.0,63.0,0.0,214.0,10.0,24.0,10.0,0.0,44.0,2177.0,67.9
738,St Johns-Blackshear,Pierce,1611.0,131.0,827.0,146.0,0.0,1104.0,16.0,53.0,23.0,0.0,92.0,3.0,9.0,3.0,0.0,15.0,1211.0,75.2
739,Otter Creek,Pierce,1397.0,195.0,624.0,107.0,0.0,926.0,8.0,37.0,24.0,0.0,69.0,2.0,10.0,2.0,0.0,14.0,1009.0,72.2
741,Mershon,Pierce,478.0,35.0,253.0,47.0,0.0,335.0,4.0,9.0,6.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,355.0,74.3
743,Sunset-Sweat,Pierce,271.0,28.0,162.0,31.0,0.0,221.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,227.0,83.8
740,Patterson,Pierce,1311.0,204.0,535.0,78.0,0.0,817.0,18.0,67.0,33.0,0.0,118.0,5.0,3.0,2.0,0.0,10.0,945.0,72.1
742,Alabaha,Pierce,918.0,74.0,466.0,59.0,0.0,599.0,5.0,31.0,12.0,0.0,48.0,1.0,6.0,2.0,0.0,9.0,656.0,71.5
58,Zebulon,Pike,0.0,217.0,910.0,133.0,0.0,1260.0,28.0,184.0,124.0,0.0,336.0,10.0,15.0,10.0,0.0,35.0,1631.0,
57,Williamson,Pike,0.0,289.0,834.0,109.0,0.0,1232.0,31.0,74.0,49.0,0.0,154.0,6.0,10.0,5.0,0.0,21.0,1407.0,
56,Lifsey Springs,Pike,0.0,205.0,471.0,87.0,0.0,763.0,18.0,40.0,41.0,0.0,99.0,6.0,8.0,3.0,0.0,17.0,879.0,
55,Second District,Pike,0.0,366.0,1226.0,193.0,1.0,1786.0,37.0,109.0,72.0,0.0,218.0,11.0,20.0,4.0,0.0,35.0,2039.0,
54,Molena,Pike,0.0,341.0,528.0,94.0,2.0,965.0,53.0,73.0,44.0,1.0,171.0,10.0,9.0,6.0,0.0,25.0,1161.0,
53,Meansville,Pike,0.0,272.0,544.0,78.0,0.0,894.0,33.0,53.0,22.0,0.0,108.0,7.0,8.0,1.0,0.0,16.0,1018.0,
52,Hollonville,Pike,0.0,345.0,793.0,121.0,0.0,1259.0,13.0,49.0,45.0,0.0,107.0,7.0,6.0,3.0,0.0,16.0,1382.0,
51,Concord,Pike,0.0,283.0,528.0,75.0,0.0,886.0,59.0,95.0,82.0,1.0,237.0,3.0,3.0,3.0,0.0,9.0,1132.0,
2590,Blooming Grove,Polk,1659.0,275.0,561.0,103.0,2.0,941.0,42.0,91.0,52.0,0.0,185.0,6.0,14.0,3.0,1.0,24.0,1150.0,69.3
2589,Aragon,Polk,3224.0,480.0,1197.0,208.0,2.0,1887.0,72.0,203.0,106.0,0.0,381.0,12.0,21.0,8.0,0.0,41.0,2309.0,71.6
2592,Fish Creek,Polk,2566.0,374.0,1000.0,174.0,2.0,1550.0,57.0,140.0,82.0,0.0,279.0,13.0,24.0,9.0,0.0,46.0,1875.0,73.1
2591,Cedartown,Polk,6205.0,456.0,1756.0,506.0,5.0,2723.0,213.0,661.0,386.0,3.0,1263.0,28.0,53.0,32.0,0.0,113.0,4099.0,66.1
2593,Lake Creek,Polk,2828.0,390.0,1288.0,177.0,0.0,1855.0,48.0,180.0,81.0,0.0,309.0,15.0,22.0,5.0,0.0,42.0,2206.0,78.0
2595,Youngs Grove,Polk,1961.0,310.0,758.0,153.0,1.0,1222.0,30.0,80.0,52.0,0.0,162.0,12.0,20.0,6.0,0.0,38.0,1422.0,72.5
2594,Rockmart,Polk,5746.0,477.0,2302.0,324.0,1.0,3104.0,152.0,559.0,245.0,2.0,958.0,26.0,60.0,26.0,0.0,112.0,4174.0,72.6
1114,Courthouse Annex,Pulaski,5687.0,332.0,2141.0,314.0,0.0,2787.0,153.0,677.0,309.0,0.0,1139.0,17.0,48.0,14.0,0.0,79.0,4005.0,70.4
1860,101,Putnam,3264.0,151.0,838.0,211.0,0.0,1200.0,141.0,458.0,367.0,0.0,966.0,14.0,15.0,7.0,0.0,36.0,2202.0,67.5
1861,104,Putnam,3380.0,163.0,797.0,233.0,0.0,1193.0,142.0,540.0,431.0,0.0,1113.0,5.0,12.0,14.0,0.0,31.0,2337.0,69.1
1862,105,Putnam,3734.0,405.0,1478.0,619.0,1.0,2503.0,58.0,188.0,247.0,0.0,493.0,14.0,11.0,16.0,0.0,41.0,3037.0,81.3
1863,106,Putnam,1332.0,285.0,398.0,140.0,0.0,823.0,30.0,71.0,63.0,0.0,164.0,8.0,10.0,5.0,0.0,23.0,1010.0,75.8
1864,107,Putnam,4293.0,532.0,1467.0,561.0,0.0,2560.0,90.0,207.0,266.0,0.0,563.0,15.0,25.0,18.0,0.0,58.0,3181.0,74.1
805,Georgetown,Quitman,1454.0,137.0,342.0,86.0,0.0,565.0,138.0,182.0,118.0,1.0,439.0,8.0,4.0,3.0,0.0,15.0,1019.0,70.1
806,Morris,Quitman,93.0,21.0,7.0,7.0,0.0,35.0,18.0,6.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,66.0,71.0
2124,Rabun County,Rabun,13072.0,1167.0,4573.0,1652.0,0.0,7392.0,188.0,843.0,794.0,0.0,1825.0,66.0,111.0,78.0,0.0,255.0,9472.0,72.5
1680,Springvale,Randolph,253.0,21.0,28.0,8.0,0.0,57.0,28.0,57.0,40.0,0.0,125.0,0.0,0.0,1.0,0.0,1.0,183.0,72.3
1679,Cuthbert,Randolph,323.0,5.0,12.0,1.0,0.0,18.0,47.0,125.0,42.0,1.0,215.0,0.0,2.0,1.0,0.0,3.0,236.0,73.1
1675,Coleman,Randolph,229.0,30.0,49.0,17.0,0.0,96.0,26.0,33.0,14.0,1.0,74.0,1.0,1.0,0.0,0.0,2.0,172.0,75.1
1676,Shellman,Randolph,929.0,139.0,166.0,57.0,0.0,362.0,138.0,82.0,93.0,1.0,314.0,3.0,2.0,0.0,0.0,5.0,681.0,73.3
1678,Cuthbert-Courthouse,Randolph,2253.0,73.0,506.0,114.0,0.0,693.0,120.0,446.0,234.0,0.0,800.0,4.0,11.0,4.0,0.0,19.0,1512.0,67.1
1677,Benevolence,Randolph,354.0,53.0,105.0,20.0,0.0,178.0,36.0,28.0,14.0,0.0,78.0,1.0,0.0,0.0,0.0,1.0,257.0,72.6
879,502,Richmond,4138.0,90.0,95.0,67.0,0.0,252.0,451.0,942.0,834.0,7.0,2234.0,18.0,19.0,18.0,0.0,55.0,2541.0,61.4
858,203,Richmond,991.0,6.0,7.0,5.0,3.0,21.0,139.0,169.0,188.0,0.0,496.0,4.0,5.0,2.0,0.0,11.0,528.0,53.3
869,307,Richmond,1642.0,179.0,375.0,181.0,0.0,735.0,66.0,173.0,200.0,0.0,439.0,9.0,10.0,9.0,0.0,28.0,1202.0,73.2
870,308,Richmond,622.0,45.0,68.0,39.0,0.0,152.0,47.0,107.0,72.0,0.0,226.0,3.0,4.0,2.0,1.0,10.0,388.0,62.4
880,503,Richmond,4021.0,88.0,193.0,88.0,2.0,371.0,365.0,879.0,729.0,3.0,1976.0,19.0,22.0,20.0,0.0,61.0,2408.0,59.9
872,310,Richmond,5163.0,229.0,378.0,171.0,1.0,779.0,402.0,1356.0,931.0,4.0,2693.0,28.0,26.0,24.0,0.0,78.0,3550.0,68.8
873,401,Richmond,2093.0,32.0,52.0,25.0,0.0,109.0,225.0,686.0,465.0,0.0,1376.0,4.0,11.0,17.0,0.0,32.0,1517.0,72.5
874,402,Richmond,3311.0,74.0,75.0,51.0,0.0,200.0,406.0,517.0,507.0,4.0,1434.0,21.0,16.0,21.0,0.0,58.0,1692.0,51.1
